"","Male","","","Female","","","Total",""
"Age At Admission","Count","Col %","Row %","Count","Col %","Row %","Total","Col %"
"14","14","0.03%","87.50%","2","0.05%","12.50%","16","0.03%"
"15","55","0.11%","100.00%","","","","55","0.10%"
"16","130","0.25%","98.48%","2","0.05%","1.52%","132","0.24%"
"17","708","1.39%","95.93%","30","0.76%","4.07%","738","1.34%"
"18","1,291","2.53%","96.70%","44","1.11%","3.30%","1,335","2.43%"
"19","1,847","3.62%","96.90%","59","1.49%","3.10%","1,906","3.46%"
"20","2,071","4.05%","95.92%","88","2.23%","4.08%","2,159","3.92%"
"21","2,104","4.12%","95.81%","92","2.33%","4.19%","2,196","3.99%"
"22","2,158","4.22%","94.57%","124","3.14%","5.43%","2,282","4.15%"
"23","2,031","3.98%","93.90%","132","3.34%","6.10%","2,163","3.93%"
"24","2,026","3.97%","92.13%","173","4.38%","7.87%","2,199","4.00%"
"25","1,998","3.91%","93.19%","146","3.70%","6.81%","2,144","3.90%"
"26","1,951","3.82%","93.35%","139","3.52%","6.65%","2,090","3.80%"
"27","1,903","3.73%","92.65%","151","3.83%","7.35%","2,054","3.73%"
"28","1,813","3.55%","92.78%","141","3.57%","7.22%","1,954","3.55%"
"29","1,739","3.40%","92.60%","139","3.52%","7.40%","1,878","3.41%"
"30","1,712","3.35%","91.99%","149","3.78%","8.01%","1,861","3.38%"
"31","1,581","3.10%","90.55%","165","4.18%","9.45%","1,746","3.17%"
"32","1,495","2.93%","90.55%","156","3.95%","9.45%","1,651","3.00%"
"33","1,490","2.92%","91.24%","143","3.62%","8.76%","1,633","2.97%"
"34","1,389","2.72%","90.37%","148","3.75%","9.63%","1,537","2.79%"
"35","1,410","2.76%","92.28%","118","2.99%","7.72%","1,528","2.78%"
"36","1,351","2.64%","92.22%","114","2.89%","7.78%","1,465","2.66%"
"37","1,345","2.63%","92.25%","113","2.86%","7.75%","1,458","2.65%"
"38","1,224","2.40%","90.80%","124","3.14%","9.20%","1,348","2.45%"
"39","1,096","2.15%","90.80%","111","2.81%","9.20%","1,207","2.19%"
"40","1,049","2.05%","90.67%","108","2.74%","9.33%","1,157","2.10%"
"41","997","1.95%","93.09%","74","1.87%","6.91%","1,071","1.95%"
"42","876","1.72%","92.21%","74","1.87%","7.79%","950","1.73%"
"43","889","1.74%","92.03%","77","1.95%","7.97%","966","1.76%"
"44","777","1.52%","90.56%","81","2.05%","9.44%","858","1.56%"
"45","744","1.46%","90.07%","82","2.08%","9.93%","826","1.50%"
"46","760","1.49%","90.80%","77","1.95%","9.20%","837","1.52%"
"47","668","1.31%","88.71%","85","2.15%","11.29%","753","1.37%"
"48","673","1.32%","90.95%","67","1.70%","9.05%","740","1.34%"
"49","636","1.25%","92.98%","48","1.22%","7.02%","684","1.24%"
"50","573","1.12%","91.97%","50","1.27%","8.03%","623","1.13%"
"51","500","0.98%","93.28%","36","0.91%","6.72%","536","0.97%"
"52","520","1.02%","90.43%","55","1.39%","9.57%","575","1.04%"
"53","486","0.95%","91.01%","48","1.22%","8.99%","534","0.97%"
