"","Male","","","Female","","","Total",""
"Age At Admission","Count","Col %","Row %","Count","Col %","Row %","Total","Col %"
"14","19","0.04%","95.00%","1","0.03%","5.00%","20","0.04%"
"15","60","0.12%","98.36%","1","0.03%","1.64%","61","0.11%"
"16","184","0.36%","95.83%","8","0.21%","4.17%","192","0.35%"
"17","721","1.40%","97.43%","19","0.51%","2.57%","740","1.34%"
"18","1,492","2.90%","97.20%","43","1.15%","2.80%","1,535","2.78%"
"19","2,151","4.18%","96.85%","70","1.87%","3.15%","2,221","4.02%"
"20","2,362","4.59%","95.67%","107","2.85%","4.33%","2,469","4.47%"
"21","2,324","4.51%","95.01%","122","3.25%","4.99%","2,446","4.43%"
"22","2,352","4.57%","95.07%","122","3.25%","4.93%","2,474","4.48%"
"23","2,133","4.14%","93.63%","145","3.87%","6.37%","2,278","4.12%"
"24","2,068","4.02%","94.04%","131","3.49%","5.96%","2,199","3.98%"
"25","1,954","3.79%","93.94%","126","3.36%","6.06%","2,080","3.77%"
"26","1,837","3.57%","93.92%","119","3.17%","6.08%","1,956","3.54%"
"27","1,862","3.62%","92.54%","150","4.00%","7.46%","2,012","3.64%"
"28","1,798","3.49%","93.26%","130","3.47%","6.74%","1,928","3.49%"
"29","1,696","3.29%","92.48%","138","3.68%","7.52%","1,834","3.32%"
"30","1,668","3.24%","93.66%","113","3.01%","6.34%","1,781","3.22%"
"31","1,624","3.15%","92.85%","125","3.33%","7.15%","1,749","3.17%"
"32","1,528","2.97%","91.88%","135","3.60%","8.12%","1,663","3.01%"
"33","1,447","2.81%","91.93%","127","3.39%","8.07%","1,574","2.85%"
"34","1,381","2.68%","90.74%","141","3.76%","9.26%","1,522","2.76%"
"35","1,308","2.54%","92.05%","113","3.01%","7.95%","1,421","2.57%"
"36","1,252","2.43%","91.72%","113","3.01%","8.28%","1,365","2.47%"
"37","1,161","2.25%","92.73%","91","2.43%","7.27%","1,252","2.27%"
"38","1,150","2.23%","92.67%","91","2.43%","7.33%","1,241","2.25%"
"39","1,064","2.07%","91.49%","99","2.64%","8.51%","1,163","2.11%"
"40","1,066","2.07%","90.72%","109","2.91%","9.28%","1,175","2.13%"
"41","1,007","1.96%","91.88%","89","2.37%","8.12%","1,096","1.98%"
"42","960","1.86%","91.00%","95","2.53%","9.00%","1,055","1.91%"
"43","908","1.76%","90.53%","95","2.53%","9.47%","1,003","1.82%"
"44","871","1.69%","91.30%","83","2.21%","8.70%","954","1.73%"
"45","825","1.60%","90.56%","86","2.29%","9.44%","911","1.65%"
"46","812","1.58%","91.44%","76","2.03%","8.56%","888","1.61%"
"47","748","1.45%","90.56%","78","2.08%","9.44%","826","1.50%"
"48","722","1.40%","90.82%","73","1.95%","9.18%","795","1.44%"
"49","651","1.26%","91.69%","59","1.57%","8.31%","710","1.29%"
"50","592","1.15%","92.07%","51","1.36%","7.93%","643","1.16%"
"51","530","1.03%","92.33%","44","1.17%","7.67%","574","1.04%"
"52","503","0.98%","90.31%","54","1.44%","9.69%","557","1.01%"
"53","426","0.83%","91.22%","41","1.09%","8.78%","467","0.85%"
