"","Male","","","Female","","","Total",""
"Age At Admission","Count","Col %","Row %","Count","Col %","Row %","Total","Col %"
"14","9","0.02%","81.82%","2","0.05%","18.18%","11","0.02%"
"15","49","0.10%","100.00%","","","","49","0.09%"
"16","128","0.25%","98.46%","2","0.05%","1.54%","130","0.24%"
"17","667","1.31%","95.15%","34","0.87%","4.85%","701","1.28%"
"18","1,264","2.49%","96.49%","46","1.18%","3.51%","1,310","2.39%"
"19","1,809","3.56%","96.69%","62","1.58%","3.31%","1,871","3.42%"
"20","2,049","4.03%","95.61%","94","2.40%","4.39%","2,143","3.92%"
"21","2,047","4.03%","95.74%","91","2.33%","4.26%","2,138","3.91%"
"22","2,067","4.07%","94.25%","126","3.22%","5.75%","2,193","4.01%"
"23","1,989","3.92%","94.27%","121","3.09%","5.73%","2,110","3.86%"
"24","1,995","3.93%","92.62%","159","4.06%","7.38%","2,154","3.94%"
"25","1,954","3.85%","92.87%","150","3.83%","7.13%","2,104","3.85%"
"26","1,910","3.76%","92.99%","144","3.68%","7.01%","2,054","3.75%"
"27","1,912","3.76%","92.86%","147","3.76%","7.14%","2,059","3.76%"
"28","1,817","3.58%","92.56%","146","3.73%","7.44%","1,963","3.59%"
"29","1,764","3.47%","92.50%","143","3.66%","7.50%","1,907","3.49%"
"30","1,658","3.26%","92.21%","140","3.58%","7.79%","1,798","3.29%"
"31","1,586","3.12%","90.89%","159","4.06%","9.11%","1,745","3.19%"
"32","1,503","2.96%","91.15%","146","3.73%","8.85%","1,649","3.01%"
"33","1,534","3.02%","91.97%","134","3.43%","8.03%","1,668","3.05%"
"34","1,371","2.70%","90.67%","141","3.60%","9.33%","1,512","2.76%"
"35","1,410","2.78%","92.04%","122","3.12%","7.96%","1,532","2.80%"
"36","1,366","2.69%","92.55%","110","2.81%","7.45%","1,476","2.70%"
"37","1,323","2.60%","91.49%","123","3.14%","8.51%","1,446","2.64%"
"38","1,243","2.45%","92.01%","108","2.76%","7.99%","1,351","2.47%"
"39","1,138","2.24%","91.41%","107","2.74%","8.59%","1,245","2.28%"
"40","1,087","2.14%","91.04%","107","2.74%","8.96%","1,194","2.18%"
"41","985","1.94%","91.20%","95","2.43%","8.80%","1,080","1.97%"
"42","894","1.76%","92.74%","70","1.79%","7.26%","964","1.76%"
"43","853","1.68%","92.02%","74","1.89%","7.98%","927","1.69%"
"44","751","1.48%","91.81%","67","1.71%","8.19%","818","1.50%"
"45","759","1.49%","91.23%","73","1.87%","8.77%","832","1.52%"
"46","763","1.50%","90.51%","80","2.04%","9.49%","843","1.54%"
"47","703","1.38%","89.90%","79","2.02%","10.10%","782","1.43%"
"48","673","1.33%","90.82%","68","1.74%","9.18%","741","1.35%"
"49","642","1.26%","91.58%","59","1.51%","8.42%","701","1.28%"
"50","573","1.13%","93.02%","43","1.10%","6.98%","616","1.13%"
"51","495","0.97%","93.05%","37","0.95%","6.95%","532","0.97%"
"52","547","1.08%","91.62%","50","1.28%","8.38%","597","1.09%"
"53","478","0.94%","90.87%","48","1.23%","9.13%","526","0.96%"
