"Age At Admission","M Count","M Col %","M Row %","F Count","F Col %","F Row %","Total","Col %"
"14","15","0.03%","93.75%","1","0.03%","6.25%","16","0.03%"
"15","62","0.12%","98.41%","1","0.03%","1.59%","63","0.12%"
"16","177","0.36%","95.68%","8","0.21%","4.32%","185","0.35%"
"17","756","1.52%","97.17%","22","0.59%","2.83%","778","1.46%"
"18","1,584","3.19%","97.54%","40","1.07%","2.46%","1,624","3.04%"
"19","2,203","4.44%","96.79%","73","1.96%","3.21%","2,276","4.27%"
"20","2,221","4.48%","94.83%","121","3.25%","5.17%","2,342","4.39%"
"21","2,246","4.53%","95.09%","116","3.12%","4.91%","2,362","4.43%"
"22","2,200","4.43%","94.38%","131","3.52%","5.62%","2,331","4.37%"
"23","2,002","4.03%","94.30%","121","3.25%","5.70%","2,123","3.98%"
"24","1,970","3.97%","93.36%","140","3.76%","6.64%","2,110","3.96%"
"25","1,891","3.81%","93.24%","137","3.68%","6.76%","2,028","3.80%"
"26","1,806","3.64%","93.53%","125","3.36%","6.47%","1,931","3.62%"
"27","1,772","3.57%","93.41%","125","3.36%","6.59%","1,897","3.56%"
"28","1,747","3.52%","92.78%","136","3.65%","7.22%","1,883","3.53%"
"29","1,658","3.34%","93.09%","123","3.31%","6.91%","1,781","3.34%"
"30","1,628","3.28%","92.29%","136","3.65%","7.71%","1,764","3.31%"
"31","1,551","3.13%","91.50%","144","3.87%","8.50%","1,695","3.18%"
"32","1,422","2.87%","92.58%","114","3.06%","7.42%","1,536","2.88%"
"33","1,340","2.70%","92.29%","112","3.01%","7.71%","1,452","2.72%"
"34","1,252","2.52%","91.25%","120","3.22%","8.75%","1,372","2.57%"
"35","1,222","2.46%","92.58%","98","2.63%","7.42%","1,320","2.47%"
"36","1,204","2.43%","91.28%","115","3.09%","8.72%","1,319","2.47%"
"37","1,190","2.40%","92.82%","92","2.47%","7.18%","1,282","2.40%"
"38","1,102","2.22%","91.45%","103","2.77%","8.55%","1,205","2.26%"
"39","1,089","2.19%","89.93%","122","3.28%","10.07%","1,211","2.27%"
"40","1,079","2.17%","90.44%","114","3.06%","9.56%","1,193","2.24%"
"41","1,005","2.03%","89.81%","114","3.06%","10.19%","1,119","2.10%"
"42","959","1.93%","90.56%","100","2.69%","9.44%","1,059","1.99%"
"43","945","1.90%","91.13%","92","2.47%","8.87%","1,037","1.94%"
"44","881","1.78%","90.92%","88","2.36%","9.08%","969","1.82%"
"45","833","1.68%","89.76%","95","2.55%","10.24%","928","1.74%"
"46","812","1.64%","91.13%","79","2.12%","8.87%","891","1.67%"
"47","728","1.47%","91.11%","71","1.91%","8.89%","799","1.50%"
"48","686","1.38%","90.62%","71","1.91%","9.38%","757","1.42%"
"49","627","1.26%","92.75%","49","1.32%","7.25%","676","1.27%"
"50","566","1.14%","93.40%","40","1.07%","6.60%","606","1.14%"
"51","480","0.97%","91.95%","42","1.13%","8.05%","522","0.98%"
"52","442","0.89%","94.44%","26","0.70%","5.56%","468","0.88%"
"53","385","0.78%","89.74%","44","1.18%","10.26%","429","0.80%"
