"","Male","","","Female","","","Total",""
"County of Conviction","Count","Col %","","Row %  Count","Col %","Row %","Total","Col %"
"076
Houston County","626","1.24%","92.47%","51","1.35%","7.53%","677","1.25%"
"077
Irwin County","84",".17%","98.82%","1",".03%","1.18%","85",".16%"
"078
Jackson County","249",".49%","92.91%","19",".50%","7.09%","268",".49%"
"079
Jasper County","58",".11%","89.23%","7",".18%","10.77%","65",".12%"
"080
Jeff Davis County","84",".17%","93.33%","6",".16%","6.67%","90",".17%"
"081
Jefferson County","155",".31%","98.73%","2",".05%","1.27%","157",".29%"
"082
Jenkins County","86",".17%","95.56%","4",".11%","4.44%","90",".17%"
"083
Johnson County","37",".07%","94.87%","2",".05%","5.13%","39",".07%"
"084
Jones County","204",".40%","91.07%","20",".53%","8.93%","224",".41%"
"085
Lamar County","76",".15%","93.83%","5",".13%","6.17%","81",".15%"
"086
Lanier County","43",".09%","97.73%","1",".03%","2.27%","44",".08%"
"087
Laurens County","252",".50%","93.33%","18",".48%","6.67%","270",".50%"
"088
Lee County","77",".15%","91.67%","7",".18%","8.33%","84",".15%"
"089
Liberty County","238",".47%","92.97%","18",".48%","7.03%","256",".47%"
"090
Lincoln County","32",".06%","96.97%","1",".03%","3.03%","33",".06%"
"091
Long County","68",".13%","93.15%","5",".13%","6.85%","73",".13%"
"092
Lowndes County","509","1.01%","96.22%","20",".53%","3.78%","529",".97%"
"093
Lumpkin County","76",".15%","88.37%","10",".26%","11.63%","86",".16%"
"094
Macon County","61",".12%","100.00%","","","","61",".11%"
"095
Madison County","121",".24%","87.68%","17",".45%","12.32%","138",".25%"
"096
Marion County","24",".05%","88.89%","3",".08%","11.11%","27",".05%"
"097
Mcduffie County","208",".41%","94.55%","12",".32%","5.45%","220",".41%"
"098
Mcintosh County","54",".11%","96.43%","2",".05%","3.57%","56",".10%"
"099
Meriwether County","187",".37%","90.78%","19",".50%","9.22%","206",".38%"
"100
Miller County","33",".07%","94.29%","2",".05%","5.71%","35",".06%"
"101
Mitchell County","156",".31%","92.86%","12",".32%","7.14%","168",".31%"
"102
Monroe County","127",".25%","88.19%","17",".45%","11.81%","144",".27%"
"103
Montgomery County","32",".06%","88.89%","4",".11%","11.11%","36",".07%"
"104
Morgan County","143",".28%","91.08%","14",".37%","8.92%","157",".29%"
"105
Murray County","179",".35%","92.27%","15",".40%","7.73%","194",".36%"
"106
Muscogee County","1,180","2.34%","94.70%","66","1.74%","5.30%","1,246","2.29%"
"107
Newton County","684","1.35%","90.96%","68","1.80%","9.04%","752","1.39%"
"108
Oconee County","58",".11%","95.08%","3",".08%","4.92%","61",".11%"
"109
Oglethorpe County","59",".12%","92.19%","5",".13%","7.81%","64",".12%"
"110
Paulding County","231",".46%","92.77%","18",".48%","7.23%","249",".46%"
"111
Peach County","95",".19%","91.35%","9",".24%","8.65%","104",".19%"
"112
Pickens County","90",".18%","85.71%","15",".40%","14.29%","105",".19%"
"113
Pierce County","114",".23%","91.20%","11",".29%","8.80%","125",".23%"
