"County of Conviction","Count","Col %","","Row %  Count","Col %","Row %","Total","Col %"
"038
Coweta County","540","1.25%","95.07%","28",".95%","4.93%","568","1.23%"
"039
Crawford County","23",".05%","95.83%","1",".03%","4.17%","24",".05%"
"040
Crisp County","319",".74%","94.38%","19",".65%","5.62%","338",".73%"
"041
Dade County","81",".19%","97.59%","2",".07%","2.41%","83",".18%"
"042
Dawson County","93",".21%","94.90%","5",".17%","5.10%","98",".21%"
"043
Decatur County","215",".50%","96.41%","8",".27%","3.59%","223",".48%"
"044
Dekalb County","2,398","5.54%","95.20%","121","4.11%","4.80%","2,519","5.45%"
"045
Dodge County","103",".24%","92.79%","8",".27%","7.21%","111",".24%"
"046
Dooly County","108",".25%","95.58%","5",".17%","4.42%","113",".24%"
"047
Dougherty County","710","1.64%","96.73%","24",".82%","3.27%","734","1.59%"
"048
Douglas County","902","2.09%","92.13%","77","2.62%","7.87%","979","2.12%"
"049
Early County","76",".18%","98.70%","1",".03%","1.30%","77",".17%"
"050
Echols County","11",".03%","91.67%","1",".03%","8.33%","12",".03%"
"051
Effingham County","192",".44%","90.14%","21",".71%","9.86%","213",".46%"
"052
Elbert County","130",".30%","94.89%","7",".24%","5.11%","137",".30%"
"053
Emanuel County","145",".34%","91.19%","14",".48%","8.81%","159",".34%"
"054
Evans County","76",".18%","95.00%","4",".14%","5.00%","80",".17%"
"055
Fannin County","90",".21%","89.11%","11",".37%","10.89%","101",".22%"
"056
Fayette County","291",".67%","95.72%","13",".44%","4.28%","304",".66%"
"057
Floyd County","801","1.85%","90.71%","82","2.79%","9.29%","883","1.91%"
"058
Forsyth County","327",".76%","91.09%","32","1.09%","8.91%","359",".78%"
"059
Franklin County","138",".32%","86.25%","22",".75%","13.75%","160",".35%"
"060
Fulton County","4,313","9.97%","96.32%","165","5.61%","3.68%","4,478","9.69%"
"061
Gilmer County","89",".21%","89.90%","10",".34%","10.10%","99",".21%"
"062
Glascock County","7",".02%","100.00%","","","","7",".02%"
"063
Glynn County","492","1.14%","94.07%","31","1.05%","5.93%","523","1.13%"
"064
Gordon County","322",".74%","90.45%","34","1.16%","9.55%","356",".77%"
"065
Grady County","138",".32%","97.18%","4",".14%","2.82%","142",".31%"
"066
Greene County","86",".20%","95.56%","4",".14%","4.44%","90",".19%"
"067
Gwinnett County","2,237","5.17%","94.23%","137","4.66%","5.77%","2,374","5.14%"
"068
Habersham County","107",".25%","90.68%","11",".37%","9.32%","118",".26%"
"069
Hall County","600","1.39%","92.74%","47","1.60%","7.26%","647","1.40%"
"070
Hancock County","35",".08%","92.11%","3",".10%","7.89%","38",".08%"
"071
Haralson County","108",".25%","92.31%","9",".31%","7.69%","117",".25%"
"072
Harris County","95",".22%","92.23%","8",".27%","7.77%","103",".22%"
"073
Hart County","157",".36%","93.45%","11",".37%","6.55%","168",".36%"
"074
Heard County","38",".09%","95.00%","2",".07%","5.00%","40",".09%"
"075
Henry County","554","1.28%","92.64%","44","1.50%","7.36%","598","1.29%"
