"County of Conviction","Count","Col %","","Row %  Count","Col %","Row %","Total","Col %"
"Houston County","681","1.34%","93.42%","48","1.22%","6.58%","729","1.33%"
"Irwin County","71",".14%","95.95%","3",".08%","4.05%","74",".14%"
"Jackson County","277",".54%","90.23%","30",".77%","9.77%","307",".56%"
"Jasper County","60",".12%","92.31%","5",".13%","7.69%","65",".12%"
"Jeff Davis County","93",".18%","94.90%","5",".13%","5.10%","98",".18%"
"Jefferson County","162",".32%","93.64%","11",".28%","6.36%","173",".32%"
"Jenkins County","76",".15%","95.00%","4",".10%","5.00%","80",".15%"
"Johnson County","36",".07%","90.00%","4",".10%","10.00%","40",".07%"
"Jones County","213",".42%","86.94%","32",".82%","13.06%","245",".45%"
"Lamar County","74",".15%","88.10%","10",".26%","11.90%","84",".15%"
"Lanier County","49",".10%","98.00%","1",".03%","2.00%","50",".09%"
"Laurens County","281",".55%","93.98%","18",".46%","6.02%","299",".55%"
"Lee County","72",".14%","90.00%","8",".20%","10.00%","80",".15%"
"Liberty County","234",".46%","93.98%","15",".38%","6.02%","249",".45%"
"Lincoln County","42",".08%","91.30%","4",".10%","8.70%","46",".08%"
"Long County","64",".13%","90.14%","7",".18%","9.86%","71",".13%"
"Lowndes County","448",".88%","96.34%","17",".43%","3.66%","465",".85%"
"Lumpkin County","94",".18%","92.16%","8",".20%","7.84%","102",".19%"
"Macon County","54",".11%","93.10%","4",".10%","6.90%","58",".11%"
"Madison County","168",".33%","92.82%","13",".33%","7.18%","181",".33%"
"Marion County","35",".07%","92.11%","3",".08%","7.89%","38",".07%"
"Mcduffie County","200",".39%","96.15%","8",".20%","3.85%","208",".38%"
"Mcintosh County","42",".08%","91.30%","4",".10%","8.70%","46",".08%"
"Meriwether County","209",".41%","90.48%","22",".56%","9.52%","231",".42%"
"Miller County","34",".07%","94.44%","2",".05%","5.56%","36",".07%"
"Mitchell County","159",".31%","94.08%","10",".26%","5.92%","169",".31%"
"Monroe County","138",".27%","93.24%","10",".26%","6.76%","148",".27%"
"Montgomery County","34",".07%","89.47%","4",".10%","10.53%","38",".07%"
"Morgan County","124",".24%","87.94%","17",".43%","12.06%","141",".26%"
"Murray County","222",".44%","90.61%","23",".59%","9.39%","245",".45%"
"Muscogee County","1,198","2.36%","95.23%","60","1.53%","4.77%","1,258","2.30%"
"Newton County","724","1.42%","90.73%","74","1.89%","9.27%","798","1.46%"
"Oconee County","55",".11%","98.21%","1",".03%","1.79%","56",".10%"
"Oglethorpe County","70",".14%","92.11%","6",".15%","7.89%","76",".14%"
"Paulding County","234",".46%","92.49%","19",".48%","7.51%","253",".46%"
"Peach County","96",".19%","95.05%","5",".13%","4.95%","101",".18%"
"Pickens County","104",".20%","87.39%","15",".38%","12.61%","119",".22%"
"Pierce County","97",".19%","91.51%","9",".23%","8.49%","106",".19%"
