"","Male","","","Female","","","Total",""
"County of Conviction","Count","Col %","","Row %  Count","Col %","Row %","Total","Col %"
"114
Pike County","46",".10%","92.00%","4",".13%","8.00%","50",".11%"
"115
Polk County","194",".44%","90.23%","21",".69%","9.77%","215",".46%"
"116
Pulaski County","27",".06%","81.82%","6",".20%","18.18%","33",".07%"
"117
Putnam County","153",".35%","93.29%","11",".36%","6.71%","164",".35%"
"118
Quitman County","11",".03%","100.00%","","","","11",".02%"
"119
Rabun County","60",".14%","83.33%","12",".40%","16.67%","72",".15%"
"120
Randolph County","44",".10%","97.78%","1",".03%","2.22%","45",".10%"
"121
Richmond County","1,541","3.51%","94.89%","83","2.74%","5.11%","1,624","3.46%"
"122
Rockdale County","404",".92%","93.52%","28",".92%","6.48%","432",".92%"
"123
Schley County","20",".05%","100.00%","","","","20",".04%"
"124
Screven County","99",".23%","94.29%","6",".20%","5.71%","105",".22%"
"125
Seminole County","63",".14%","86.30%","10",".33%","13.70%","73",".16%"
"126
Spalding County","419",".96%","93.11%","31","1.02%","6.89%","450",".96%"
"127
Stephens County","119",".27%","96.75%","4",".13%","3.25%","123",".26%"
"128
Stewart County","18",".04%","85.71%","3",".10%","14.29%","21",".04%"
"129
Sumter County","188",".43%","96.41%","7",".23%","3.59%","195",".42%"
"130
Talbot County","21",".05%","95.45%","1",".03%","4.55%","22",".05%"
"131
Taliaferro County","18",".04%","100.00%","","","","18",".04%"
"132
Tattnall County","160",".36%","87.91%","22",".73%","12.09%","182",".39%"
"133
Taylor County","47",".11%","94.00%","3",".10%","6.00%","50",".11%"
"134
Telfair County","92",".21%","92.93%","7",".23%","7.07%","99",".21%"
"135
Terrell County","71",".16%","97.26%","2",".07%","2.74%","73",".16%"
"136
Thomas County","195",".44%","96.53%","7",".23%","3.47%","202",".43%"
"137
Tift County","309",".70%","97.48%","8",".26%","2.52%","317",".68%"
"138
Toombs County","277",".63%","91.42%","26",".86%","8.58%","303",".65%"
"139
Towns County","49",".11%","81.67%","11",".36%","18.33%","60",".13%"
"140
Treutlen County","69",".16%","100.00%","","","","69",".15%"
"141
Troup County","526","1.20%","93.76%","35","1.15%","6.24%","561","1.20%"
"142
Turner County","55",".13%","93.22%","4",".13%","6.78%","59",".13%"
"143
Twiggs County","32",".07%","88.89%","4",".13%","11.11%","36",".08%"
"144
Union County","87",".20%","82.86%","18",".59%","17.14%","105",".22%"
"145
Upson County","158",".36%","96.34%","6",".20%","3.66%","164",".35%"
"146
Walker County","407",".93%","90.24%","44","1.45%","9.76%","451",".96%"
"147
Walton County","600","1.37%","90.36%","64","2.11%","9.64%","664","1.42%"
"148
Ware County","223",".51%","92.92%","17",".56%","7.08%","240",".51%"
"149
Warren County","26",".06%","86.67%","4",".13%","13.33%","30",".06%"
"150
Washington County","173",".39%","92.51%","14",".46%","7.49%","187",".40%"
"151
Wayne County","195",".44%","89.86%","22",".73%","10.14%","217",".46%"
