"County of Conviction","Count","Col %","","Row %  Count","Col %","Row %","Total","Col %"
"77
Irwin","61",".13%","96.83%","2",".06%","3.17%","63",".12%"
"78
Jackson","202",".42%","92.24%","17",".49%","7.76%","219",".43%"
"79
Jasper","74",".15%","96.10%","3",".09%","3.90%","77",".15%"
"80
Jeff Davis","64",".13%","96.97%","2",".06%","3.03%","66",".13%"
"81
Jefferson","107",".22%","98.17%","2",".06%","1.83%","109",".21%"
"82
Jenkins","69",".14%","93.24%","5",".15%","6.76%","74",".14%"
"83
Johnson","67",".14%","98.53%","1",".03%","1.47%","68",".13%"
"84
Jones","148",".31%","90.80%","15",".44%","9.20%","163",".32%"
"85
Lamar","83",".17%","93.26%","6",".17%","6.74%","89",".17%"
"86
Lanier","41",".09%","91.11%","4",".12%","8.89%","45",".09%"
"87
Laurens","280",".59%","92.41%","23",".67%","7.59%","303",".59%"
"88
Lee","71",".15%","95.95%","3",".09%","4.05%","74",".14%"
"89
Liberty","239",".50%","95.22%","12",".35%","4.78%","251",".49%"
"90
Lincoln","44",".09%","100.00%","","","","44",".09%"
"91
Long","89",".19%","94.68%","5",".15%","5.32%","94",".18%"
"92
Lowndes","576","1.20%","95.05%","30",".87%","4.95%","606","1.18%"
"93
Lumpkin","91",".19%","91.92%","8",".23%","8.08%","99",".19%"
"94
Macon","64",".13%","94.12%","4",".12%","5.88%","68",".13%"
"95
Madison","147",".31%","93.63%","10",".29%","6.37%","157",".31%"
"96
Marion","52",".11%","96.30%","2",".06%","3.70%","54",".11%"
"97
Mcduffie","211",".44%","95.05%","11",".32%","4.95%","222",".43%"
"98
Mcintosh","71",".15%","97.26%","2",".06%","2.74%","73",".14%"
"99
Meriwether","190",".40%","94.53%","11",".32%","5.47%","201",".39%"
"100
Miller","32",".07%","96.97%","1",".03%","3.03%","33",".06%"
"101
Mitchell","187",".39%","92.57%","15",".44%","7.43%","202",".39%"
"102
Monroe","169",".35%","89.42%","20",".58%","10.58%","189",".37%"
"103
Montgomery","48",".10%","94.12%","3",".09%","5.88%","51",".10%"
"104
Morgan","88",".18%","90.72%","9",".26%","9.28%","97",".19%"
"105
Murray","237",".50%","92.94%","18",".52%","7.06%","255",".50%"
"106
Muscogee","1,717","3.59%","93.37%","122","3.54%","6.63%","1,839","3.59%"
"107
Newton","495","1.04%","91.50%","46","1.33%","8.50%","541","1.06%"
"108
Oconee","61",".13%","95.31%","3",".09%","4.69%","64",".12%"
"109
Oglethorpe","59",".12%","93.65%","4",".12%","6.35%","63",".12%"
"110
Paulding","194",".41%","93.72%","13",".38%","6.28%","207",".40%"
"111
Peach","86",".18%","98.85%","1",".03%","1.15%","87",".17%"
"112
Pickens","85",".18%","94.44%","5",".15%","5.56%","90",".18%"
"113
Pierce","50",".10%","96.15%","2",".06%","3.85%","52",".10%"
"114
Pike","47",".10%","92.16%","4",".12%","7.84%","51",".10%"
