"County of Conviction","Count","Col %","","Row %  Count","Col %","Row %","Total","Col %"
"Irwin","62",".14%","96.88%","2",".07%","3.13%","64",".14%"
"Jackson","214",".48%","91.45%","20",".73%","8.55%","234",".49%"
"Jasper","56",".13%","96.55%","2",".07%","3.45%","58",".12%"
"Jeff Davis","56",".13%","91.80%","5",".18%","8.20%","61",".13%"
"Jefferson","100",".22%","98.04%","2",".07%","1.96%","102",".22%"
"Jenkins","68",".15%","91.89%","6",".22%","8.11%","74",".16%"
"Johnson","53",".12%","98.15%","1",".04%","1.85%","54",".11%"
"Jones","109",".24%","93.16%","8",".29%","6.84%","117",".25%"
"Lamar","78",".17%","95.12%","4",".15%","4.88%","82",".17%"
"Lanier","41",".09%","97.62%","1",".04%","2.38%","42",".09%"
"Laurens","244",".55%","93.49%","17",".62%","6.51%","261",".55%"
"Lee","47",".11%","95.92%","2",".07%","4.08%","49",".10%"
"Liberty","234",".52%","95.90%","10",".36%","4.10%","244",".52%"
"Lincoln","44",".10%","93.62%","3",".11%","6.38%","47",".10%"
"Long","82",".18%","92.13%","7",".25%","7.87%","89",".19%"
"Lowndes","514","1.15%","95.54%","24",".87%","4.46%","538","1.14%"
"Lumpkin","64",".14%","86.49%","10",".36%","13.51%","74",".16%"
"Macon","70",".16%","95.89%","3",".11%","4.11%","73",".15%"
"Madison","127",".28%","92.03%","11",".40%","7.97%","138",".29%"
"Marion","34",".08%","91.89%","3",".11%","8.11%","37",".08%"
"Mcduffie","193",".43%","93.24%","14",".51%","6.76%","207",".44%"
"Mcintosh","71",".16%","98.61%","1",".04%","1.39%","72",".15%"
"Meriwether","171",".38%","93.44%","12",".44%","6.56%","183",".39%"
"Miller","28",".06%","96.55%","1",".04%","3.45%","29",".06%"
"Mitchell","184",".41%","91.54%","17",".62%","8.46%","201",".42%"
"Monroe","157",".35%","94.01%","10",".36%","5.99%","167",".35%"
"Montgomery","41",".09%","97.62%","1",".04%","2.38%","42",".09%"
"Morgan","79",".18%","96.34%","3",".11%","3.66%","82",".17%"
"Murray","174",".39%","92.06%","15",".54%","7.94%","189",".40%"
"Muscogee","1,602","3.59%","94.62%","91","3.30%","5.38%","1,693","3.57%"
"Newton","444","1.00%","94.87%","24",".87%","5.13%","468",".99%"
"Oconee","59",".13%","98.33%","1",".04%","1.67%","60",".13%"
"Oglethorpe","63",".14%","92.65%","5",".18%","7.35%","68",".14%"
"Paulding","177",".40%","93.65%","12",".44%","6.35%","189",".40%"
"Peach","89",".20%","97.80%","2",".07%","2.20%","91",".19%"
"Pickens","82",".18%","97.62%","2",".07%","2.38%","84",".18%"
"Pierce","49",".11%","96.08%","2",".07%","3.92%","51",".11%"
"Pike","52",".12%","92.86%","4",".15%","7.14%","56",".12%"
