"County of Conviction","Count","Col %","","Row %  Count","Col %","Row %","Total","Col %"
"152
Webster County","5",".01%","83.33%","1",".03%","16.67%","6",".01%"
"153
Wheeler County","25",".05%","92.59%","2",".05%","7.41%","27",".05%"
"154
White County","93",".18%","87.74%","13",".34%","12.26%","106",".19%"
"155
Whitfield County","714","1.41%","88.59%","92","2.41%","11.41%","806","1.48%"
"156
Wilcox County","45",".09%","97.83%","1",".03%","2.17%","46",".08%"
"157
Wilkes County","74",".15%","92.50%","6",".16%","7.50%","80",".15%"
"158
Wilkinson County","43",".08%","93.48%","3",".08%","6.52%","46",".08%"
"159
Worth County","123",".24%","91.79%","11",".29%","8.21%","134",".25%"
"447
Troup County Ci","1",".01%","100.00%","","","","1",".01%"
"Total Rported","50,688","100%","92.99%","3,819","100%","7.01%","54,507","100%"
