"","Male","","","Female","","","Total",""
"County of Conviction","Count","Col %","","Row %  Count","Col %","Row %","Total","Col %"
"000
Unknown","186",".39%","95.38%","9",".26%","4.62%","195",".38%"
"001
Appling County","108",".23%","96.43%","4",".12%","3.57%","112",".22%"
"002
Atkinson County","45",".09%","88.24%","6",".17%","11.76%","51",".10%"
"003
Bacon County","82",".17%","96.47%","3",".09%","3.53%","85",".17%"
"004
Baker County","14",".03%","87.50%","2",".06%","12.50%","16",".03%"
"005
Baldwin County","282",".59%","92.46%","23",".67%","7.54%","305",".60%"
"006
Banks County","65",".14%","86.67%","10",".29%","13.33%","75",".15%"
"007
Barrow County","310",".65%","89.34%","37","1.07%","10.66%","347",".68%"
"008
Bartow County","576","1.21%","88.07%","78","2.26%","11.93%","654","1.28%"
"009
Ben Hill County","228",".48%","94.61%","13",".38%","5.39%","241",".47%"
"010
Berrien County","96",".20%","96.97%","3",".09%","3.03%","99",".19%"
"011
Bibb County","1,084","2.27%","95.17%","55","1.60%","4.83%","1,139","2.22%"
"012
Bleckley County","60",".13%","89.55%","7",".20%","10.45%","67",".13%"
"013
Brantley County","88",".18%","90.72%","9",".26%","9.28%","97",".19%"
"014
Brooks County","51",".11%","98.08%","1",".03%","1.92%","52",".10%"
"015
Bryan County","42",".09%","97.67%","1",".03%","2.33%","43",".08%"
"016
Bulloch County","495","1.04%","93.93%","32",".93%","6.07%","527","1.03%"
"017
Burke County","217",".45%","94.35%","13",".38%","5.65%","230",".45%"
"018
Butts County","126",".26%","92.65%","10",".29%","7.35%","136",".27%"
"019
Calhoun County","22",".05%","84.62%","4",".12%","15.38%","26",".05%"
"020
Camden County","174",".36%","92.55%","14",".41%","7.45%","188",".37%"
"021
Candler County","106",".22%","92.17%","9",".26%","7.83%","115",".22%"
"022
Carroll County","568","1.19%","90.73%","58","1.68%","9.27%","626","1.22%"
"023
Catoosa County","329",".69%","91.14%","32",".93%","8.86%","361",".70%"
"024
Charlton County","70",".15%","87.50%","10",".29%","12.50%","80",".16%"
"025
Chatham County","1,793","3.75%","96.09%","73","2.12%","3.91%","1,866","3.64%"
"026
Chattahoochee County","19",".04%","100.00%","","","","19",".04%"
"027
Chattooga County","216",".45%","90.00%","24",".70%","10.00%","240",".47%"
"028
Cherokee County","549","1.15%","91.35%","52","1.51%","8.65%","601","1.17%"
"029
Clarke County","524","1.10%","92.91%","40","1.16%","7.09%","564","1.10%"
"030
Clay County","20",".04%","83.33%","4",".12%","16.67%","24",".05%"
"031
Clayton County","1,262","2.64%","93.21%","92","2.67%","6.79%","1,354","2.64%"
"032
Clinch County","42",".09%","89.36%","5",".15%","10.64%","47",".09%"
"033
Cobb County","2,418","5.06%","92.61%","193","5.60%","7.39%","2,611","5.10%"
"034
Coffee County","218",".46%","94.78%","12",".35%","5.22%","230",".45%"
"035
Colquitt County","222",".46%","96.10%","9",".26%","3.90%","231",".45%"
"036
Columbia County","396",".83%","90.00%","44","1.28%","10.00%","440",".86%"
"037
Cook County","109",".23%","92.37%","9",".26%","7.63%","118",".23%"
