"County of Conviction","M Count","M Col %","M Row %","F Count","F Col %","F Row %","Total","Col %"
"Unknown","213",".45%","93.83%","14",".38%","6.17%","227",".45%"
"Appling County","117",".25%","95.90%","5",".14%","4.10%","122",".24%"
"Atkinson County","46",".10%","97.87%","1",".03%","2.13%","47",".09%"
"Bacon County","77",".16%","92.77%","6",".16%","7.23%","83",".16%"
"Baker County","16",".03%","88.89%","2",".05%","11.11%","18",".04%"
"Baldwin County","287",".61%","92.88%","22",".60%","7.12%","309",".61%"
"Banks County","50",".11%","83.33%","10",".27%","16.67%","60",".12%"
"Barrow County","366",".78%","89.27%","44","1.20%","10.73%","410",".81%"
"Bartow County","586","1.25%","87.46%","84","2.28%","12.54%","670","1.32%"
"Ben Hill County","251",".53%","92.96%","19",".52%","7.04%","270",".53%"
"Berrien County","109",".23%","93.16%","8",".22%","6.84%","117",".23%"
"Bibb County","948","2.02%","95.28%","47","1.28%","4.72%","995","1.96%"
"Bleckley County","62",".13%","92.54%","5",".14%","7.46%","67",".13%"
"Brantley County","78",".17%","85.71%","13",".35%","14.29%","91",".18%"
"Brooks County","53",".11%","98.15%","1",".03%","1.85%","54",".11%"
"Bryan County","67",".14%","95.71%","3",".08%","4.29%","70",".14%"
"Bulloch County","515","1.10%","92.63%","41","1.12%","7.37%","556","1.10%"
"Burke County","218",".46%","96.04%","9",".24%","3.96%","227",".45%"
"Butts County","143",".30%","92.26%","12",".33%","7.74%","155",".31%"
"Calhoun County","27",".06%","87.10%","4",".11%","12.90%","31",".06%"
"Camden County","181",".39%","93.30%","13",".35%","6.70%","194",".38%"
"Candler County","78",".17%","90.70%","8",".22%","9.30%","86",".17%"
"Carroll County","642","1.37%","92.24%","54","1.47%","7.76%","696","1.37%"
"Catoosa County","366",".78%","87.14%","54","1.47%","12.86%","420",".83%"
"Charlton County","67",".14%","90.54%","7",".19%","9.46%","74",".15%"
"Chatham County","1,506","3.20%","95.56%","70","1.90%","4.44%","1,576","3.11%"
"Chattahoochee County","17",".04%","94.44%","1",".03%","5.56%","18",".04%"
"Chattooga County","157",".33%","92.90%","12",".33%","7.10%","169",".33%"
"Cherokee County","594","1.26%","92.52%","48","1.31%","7.48%","642","1.27%"
"Clarke County","502","1.07%","94.36%","30",".82%","5.64%","532","1.05%"
"Clay County","12",".03%","85.71%","2",".05%","14.29%","14",".03%"
"Clayton County","1,073","2.28%","93.06%","80","2.18%","6.94%","1,153","2.28%"
"Clinch County","43",".09%","95.56%","2",".05%","4.44%","45",".09%"
"Cobb County","2,165","4.61%","93.24%","157","4.27%","6.76%","2,322","4.58%"
"Coffee County","302",".64%","94.08%","19",".52%","5.92%","321",".63%"
"Colquitt County","228",".49%","94.61%","13",".35%","5.39%","241",".48%"
"Columbia County","443",".94%","90.78%","45","1.22%","9.22%","488",".96%"
"Cook County","123",".26%","93.89%","8",".22%","6.11%","131",".26%"
"County of Conviction","M Count","M Col %","M Row %","F Count","F Col %","F Row %","Total","Col %"
"Coweta County","611","1.30%","94.44%","36",".98%","5.56%","647","1.28%"
"Crawford County","22",".05%","100.00%","","","","22",".04%"
"Crisp County","381",".81%","92.70%","30",".82%","7.30%","411",".81%"
"Dade County","87",".19%","85.29%","15",".41%","14.71%","102",".20%"
"Dawson County","137",".29%","90.13%","15",".41%","9.87%","152",".30%"
"Decatur County","289",".61%","90.60%","30",".82%","9.40%","319",".63%"
"Dekalb County","2,392","5.09%","95.53%","112","3.05%","4.47%","2,504","4.94%"
"Dodge County","141",".30%","89.81%","16",".44%","10.19%","157",".31%"
"Dooly County","137",".29%","87.82%","19",".52%","12.18%","156",".31%"
