"","Male","","","Female","","","Total",""
"County of Conviction","Count","Col%","Row%","Count","Col%","Row%","Total","Col%"
"108   Oconee County","58","0.12%","92.06%","5","0.12%","7.94%","63","0.12%"
"109   Oglethorpe County","57","0.12%","96.61%","2","0.05%","3.39%","59","0.11%"
"110   Paulding County","272","0.55%","92.52%","22","0.54%","7.48%","294","0.55%"
"111   Peach County","71","0.14%","95.95%","3","0.07%","4.05%","74","0.14%"
"112   Pickens County","97","0.2%","85.09%","17","0.42%","14.91%","114","0.21%"
"113   Pierce County","117","0.24%","91.41%","11","0.27%","8.59%","128","0.24%"
"114   Pike County","35","0.07%","87.5%","5","0.12%","12.5%","40","0.07%"
"115   Polk County","190","0.39%","91.35%","18","0.44%","8.65%","208","0.39%"
"116   Pulaski County","53","0.11%","92.98%","4","0.1%","7.02%","57","0.11%"
"117   Putnam County","137","0.28%","92.57%","11","0.27%","7.43%","148","0.28%"
"118   Quitman County","10","0.02%","100.0%","","","","10","0.02%"
"119   Rabun County","53","0.11%","88.33%","7","0.17%","11.67%","60","0.11%"
"120   Randolph County","42","0.09%","95.45%","2","0.05%","4.55%","44","0.08%"
"121   Richmond County","1,696","3.44%","94.27%","103","2.55%","5.73%","1,799","3.37%"
"122   Rockdale County","423","0.86%","92.97%","32","0.79%","7.03%","455","0.85%"
"123   Schley County","17","0.03%","89.47%","2","0.05%","10.53%","19","0.04%"
"124   Screven County","87","0.18%","92.55%","7","0.17%","7.45%","94","0.18%"
"125   Seminole County","66","0.13%","89.19%","8","0.2%","10.81%","74","0.14%"
"126   Spalding County","518","1.05%","89.16%","63","1.56%","10.84%","581","1.09%"
"127   Stephens County","129","0.26%","92.81%","10","0.25%","7.19%","139","0.26%"
"128   Stewart County","25","0.05%","89.29%","3","0.07%","10.71%","28","0.05%"
"129   Sumter County","205","0.42%","94.47%","12","0.3%","5.53%","217","0.41%"
"130   Talbot County","25","0.05%","89.29%","3","0.07%","10.71%","28","0.05%"
"131   Taliaferro County","15","0.03%","83.33%","3","0.07%","16.67%","18","0.03%"
"132   Tattnall County","242","0.49%","87.68%","34","0.84%","12.32%","276","0.52%"
"133   Taylor County","46","0.09%","90.2%","5","0.12%","9.8%","51","0.1%"
"134   Telfair County","117","0.24%","91.41%","11","0.27%","8.59%","128","0.24%"
