"","Male","","","Female","","","Total",""
"County of Conviction","Count","Col %","","Row %  Count","Col %","Row %","Total","Col %"
"39
Crawford","20",".04%","86.96%","3",".09%","13.04%","23",".04%"
"40
Crisp","291",".61%","91.22%","28",".81%","8.78%","319",".62%"
"41
Dade","138",".29%","92.00%","12",".35%","8.00%","150",".29%"
"42
Dawson","92",".19%","92.00%","8",".23%","8.00%","100",".19%"
"43
Decatur","266",".55%","94.33%","16",".46%","5.67%","282",".55%"
"44
Dekalb","3,046","6.34%","95.25%","152","4.38%","4.75%","3,198","6.20%"
"45
Dodge","167",".35%","93.82%","11",".32%","6.18%","178",".35%"
"46
Dooly","101",".21%","95.28%","5",".14%","4.72%","106",".21%"
"47
Dougherty","976","2.03%","94.12%","61","1.76%","5.88%","1,037","2.01%"
"48
Douglas","1,063","2.21%","89.78%","121","3.49%","10.22%","1,184","2.30%"
"49
Early","75",".16%","96.15%","3",".09%","3.85%","78",".15%"
"50
Echols","12",".02%","100.00%","","","","12",".02%"
"51
Effingham","167",".35%","90.76%","17",".49%","9.24%","184",".36%"
"52
Elbert","157",".33%","92.35%","13",".37%","7.65%","170",".33%"
"53
Emanuel","178",".37%","96.22%","7",".20%","3.78%","185",".36%"
"54
Evans","81",".17%","93.10%","6",".17%","6.90%","87",".17%"
"55
Fannin","111",".23%","93.28%","8",".23%","6.72%","119",".23%"
"56
Fayette","281",".58%","91.23%","27",".78%","8.77%","308",".60%"
"57
Floyd","792","1.65%","89.19%","96","2.76%","10.81%","888","1.72%"
"58
Forsyth","243",".51%","90.00%","27",".78%","10.00%","270",".52%"
"59
Franklin","129",".27%","90.85%","13",".37%","9.15%","142",".28%"
"60
Fulton","4,469","9.30%","96.31%","171","4.93%","3.69%","4,640","9.00%"
"61
Gilmer","132",".27%","88.00%","18",".52%","12.00%","150",".29%"
"62
Glascock","10",".02%","90.91%","1",".03%","9.09%","11",".02%"
"63
Glynn","451",".94%","95.55%","21",".60%","4.45%","472",".92%"
"64
Gordon","282",".59%","88.96%","35","1.01%","11.04%","317",".61%"
"65
Grady","210",".44%","92.51%","17",".49%","7.49%","227",".44%"
"66
Greene","96",".20%","96.97%","3",".09%","3.03%","99",".19%"
"67
Gwinnett","1,512","3.15%","93.10%","112","3.23%","6.90%","1,624","3.15%"
"68
Habersham","129",".27%","90.85%","13",".37%","9.15%","142",".28%"
"69
Hall","723","1.50%","92.22%","61","1.76%","7.78%","784","1.52%"
"70
Hancock","43",".09%","95.56%","2",".06%","4.44%","45",".09%"
"71
Haralson","77",".16%","93.90%","5",".14%","6.10%","82",".16%"
"72
Harris","102",".21%","96.23%","4",".12%","3.77%","106",".21%"
"73
Hart","110",".23%","94.83%","6",".17%","5.17%","116",".23%"
"74
Heard","57",".12%","89.06%","7",".20%","10.94%","64",".12%"
"75
Henry","473",".98%","91.14%","46","1.32%","8.86%","519","1.01%"
"76
Houston","580","1.21%","93.10%","43","1.24%","6.90%","623","1.21%"
