"County of Conviction","Count","Col %","","Row %  Count","Col %","Row %","Total","Col %"
"000
Unknown","248",".48%","93.23%","18",".47%","6.77%","266",".48%"
"001
Appling County","104",".20%","92.04%","9",".24%","7.96%","113",".20%"
"002
Atkinson County","53",".10%","94.64%","3",".08%","5.36%","56",".10%"
"003
Bacon County","67",".13%","95.71%","3",".08%","4.29%","70",".13%"
"004
Baker County","13",".02%","100.00%","","","","13",".02%"
"005
Baldwin County","335",".64%","95.17%","17",".44%","4.83%","352",".63%"
"006
Banks County","61",".12%","93.85%","4",".10%","6.15%","65",".12%"
"007
Barrow County","254",".49%","90.39%","27",".71%","9.61%","281",".50%"
"008
Bartow County","671","1.29%","88.76%","85","2.22%","11.24%","756","1.35%"
"009
Ben Hill County","241",".46%","94.51%","14",".37%","5.49%","255",".46%"
"010
Berrien County","97",".19%","92.38%","8",".21%","7.62%","105",".19%"
"011
Bibb County","1,106","2.12%","95.26%","55","1.44%","4.74%","1,161","2.07%"
"012
Bleckley County","75",".14%","91.46%","7",".18%","8.54%","82",".15%"
"013
Brantley County","62",".12%","89.86%","7",".18%","10.14%","69",".12%"
"014
Brooks County","65",".12%","95.59%","3",".08%","4.41%","68",".12%"
"015
Bryan County","125",".24%","97.66%","3",".08%","2.34%","128",".23%"
"016
Bulloch County","518",".99%","91.20%","50","1.31%","8.80%","568","1.01%"
"017
Burke County","217",".42%","96.44%","8",".21%","3.56%","225",".40%"
"018
Butts County","155",".30%","97.48%","4",".10%","2.52%","159",".28%"
"019
Calhoun County","37",".07%","86.05%","6",".16%","13.95%","43",".08%"
"020
Camden County","166",".32%","92.74%","13",".34%","7.26%","179",".32%"
"021
Candler County","126",".24%","91.97%","11",".29%","8.03%","137",".24%"
"022
Carroll County","596","1.14%","91.13%","58","1.52%","8.87%","654","1.17%"
"023
Catoosa County","350",".67%","89.51%","41","1.07%","10.49%","391",".70%"
"024
Charlton County","61",".12%","93.85%","4",".10%","6.15%","65",".12%"
"025
Chatham County","2,295","4.40%","96.19%","91","2.38%","3.81%","2,386","4.26%"
"026
Chattahoochee County","32",".06%","94.12%","2",".05%","5.88%","34",".06%"
"027
Chattooga County","243",".47%","87.41%","35",".91%","12.59%","278",".50%"
"028
Cherokee County","551","1.06%","93.39%","39","1.02%","6.61%","590","1.05%"
"029
Clarke County","464",".89%","95.47%","22",".58%","4.53%","486",".87%"
"030
Clay County","33",".06%","91.67%","3",".08%","8.33%","36",".06%"
"031
Clayton County","1,591","3.05%","94.14%","99","2.59%","5.86%","1,690","3.02%"
"032
Clinch County","60",".12%","96.77%","2",".05%","3.23%","62",".11%"
"033
Cobb County","2,655","5.09%","90.71%","272","7.11%","9.29%","2,927","5.23%"
"034
Coffee County","265",".51%","92.98%","20",".52%","7.02%","285",".51%"
"035
Colquitt County","266",".51%","93.33%","19",".50%","6.67%","285",".51%"
"036
Columbia County","384",".74%","91.00%","38",".99%","9.00%","422",".75%"
"037
Cook County","130",".25%","94.89%","7",".18%","5.11%","137",".24%"
