"County of Conviction","Count","Col %","","Row %  Count","Col %","Row %","Total","Col %"
"152
Webster County","4",".01%","100.00%","","","","4",".01%"
"153
Wheeler County","20",".04%","90.91%","2",".05%","9.09%","22",".04%"
"154
White County","104",".21%","85.25%","18",".48%","14.75%","122",".23%"
"155
Whitfield County","666","1.32%","87.52%","95","2.52%","12.48%","761","1.40%"
"156
Wilcox County","42",".08%","97.67%","1",".03%","2.33%","43",".08%"
"157
Wilkes County","67",".13%","95.71%","3",".08%","4.29%","70",".13%"
"158
Wilkinson County","49",".10%","100.00%","","","","49",".09%"
"159
Worth County","126",".25%","91.97%","11",".29%","8.03%","137",".25%"
"447
Troup County Ci","1",".01%","100.00%","","","","1",".01%"
"Total Rported","50,438","100%","93.05%","3,768","100%","6.95%","54,206","100%"
