"County of Conviction","Count","Col %","","Row %  Count","Col %","Row %","Total","Col %"
"Appling","96",".19%","93.20%","7",".20%","6.80%","103",".19%"
"Atkinson","43",".08%","93.48%","3",".08%","6.52%","46",".08%"
"Bacon","66",".13%","97.06%","2",".06%","2.94%","68",".13%"
"Baker","8",".02%","100.00%","","","","8",".01%"
"Baldwin
1 2 3 4 5 6 7 8 9 1","356",".70%","95.44%","17",".48%","4.56%","373",".69%"
"Banks","68",".13%","91.89%","6",".17%","8.11%","74",".14%"
"Barrow","270",".53%","94.41%","16",".45%","5.59%","286",".53%"
"Bartow","632","1.25%","89.01%","78","2.19%","10.99%","710","1.31%"
"Ben Hill","265",".52%","92.33%","22",".62%","7.67%","287",".53%"
"0
Berrien","95",".19%","87.96%","13",".36%","12.04%","108",".20%"
"11
Bibb","1,051","2.08%","95.20%","53","1.49%","4.80%","1,104","2.04%"
"12
Bleckley","94",".19%","89.52%","11",".31%","10.48%","105",".19%"
"13
Brantley","53",".10%","88.33%","7",".20%","11.67%","60",".11%"
"14
Brooks","75",".15%","97.40%","2",".06%","2.60%","77",".14%"
"15
Bryan","98",".19%","95.15%","5",".14%","4.85%","103",".19%"
"16
Bulloch","487",".96%","94.38%","29",".81%","5.62%","516",".95%"
"17
Burke","225",".44%","94.94%","12",".34%","5.06%","237",".44%"
"18
Butts","140",".28%","93.96%","9",".25%","6.04%","149",".28%"
"19
Calhoun","47",".09%","92.16%","4",".11%","7.84%","51",".09%"
"20
Camden","157",".31%","94.58%","9",".25%","5.42%","166",".31%"
"21
Candler","92",".18%","93.88%","6",".17%","6.12%","98",".18%"
"22
Carroll","589","1.16%","92.03%","51","1.43%","7.97%","640","1.18%"
"23
Catoosa","290",".57%","90.34%","31",".87%","9.66%","321",".59%"
"24
Charlton","64",".13%","96.97%","2",".06%","3.03%","66",".12%"
"25
Chatham","2,415","4.77%","94.56%","139","3.90%","5.44%","2,554","4.71%"
"26
Chattahoochee","26",".05%","96.30%","1",".03%","3.70%","27",".05%"
"27
Chattooga","243",".48%","89.67%","28",".79%","10.33%","271",".50%"
"28
Cherokee","544","1.07%","90.22%","59","1.66%","9.78%","603","1.11%"
"29
Clarke","469",".93%","94.75%","26",".73%","5.25%","495",".91%"
"30
Clay","29",".06%","90.63%","3",".08%","9.38%","32",".06%"
"31
Clayton","1,574","3.11%","92.64%","125","3.51%","7.36%","1,699","3.14%"
"32
Clinch","54",".11%","94.74%","3",".08%","5.26%","57",".11%"
"33
Cobb","2,755","5.44%","91.38%","260","7.30%","8.62%","3,015","5.57%"
"34
Coffee","247",".49%","94.27%","15",".42%","5.73%","262",".48%"
"35
Colquitt","321",".63%","94.41%","19",".53%","5.59%","340",".63%"
"36
Columbia","308",".61%","91.94%","27",".76%","8.06%","335",".62%"
"37
Cook","137",".27%","92.57%","11",".31%","7.43%","148",".27%"
"38
Coweta","567","1.12%","92.20%","48","1.35%","7.80%","615","1.14%"
