"County of Conviction","Count","Col %","","Row %  Count","Col %","Row %","Total","Col %"
"Pike County","38",".08%","95.00%","2",".05%","5.00%","40",".08%"
"Polk County","219",".47%","91.63%","20",".54%","8.37%","239",".47%"
"Pulaski County","38",".08%","97.44%","1",".03%","2.56%","39",".08%"
"Putnam County","153",".32%","92.73%","12",".32%","7.27%","165",".32%"
"Quitman County","6",".01%","100.00%","","","","6",".01%"
"Rabun County","59",".13%","84.29%","11",".30%","15.71%","70",".14%"
"Randolph County","47",".10%","97.92%","1",".03%","2.08%","48",".09%"
"Richmond County","1,654","3.51%","93.45%","116","3.13%","6.55%","1,770","3.49%"
"Rockdale County","466",".99%","91.91%","41","1.11%","8.09%","507","1.00%"
"Schley County","19",".04%","95.00%","1",".03%","5.00%","20",".04%"
"Screven County","106",".23%","94.64%","6",".16%","5.36%","112",".22%"
"Seminole County","62",".13%","92.54%","5",".14%","7.46%","67",".13%"
"Spalding County","486","1.03%","91.53%","45","1.22%","8.47%","531","1.05%"
"Stephens County","116",".25%","95.08%","6",".16%","4.92%","122",".24%"
"Stewart County","26",".06%","89.66%","3",".08%","10.34%","29",".06%"
"Sumter County","191",".41%","94.09%","12",".32%","5.91%","203",".40%"
"Talbot County","20",".04%","90.91%","2",".05%","9.09%","22",".04%"
"Taliaferro County","19",".04%","95.00%","1",".03%","5.00%","20",".04%"
"Tattnall County","191",".41%","86.82%","29",".78%","13.18%","220",".43%"
"Taylor County","49",".10%","96.08%","2",".05%","3.92%","51",".10%"
"Telfair County","103",".22%","91.96%","9",".24%","8.04%","112",".22%"
"Terrell County","61",".13%","93.85%","4",".11%","6.15%","65",".13%"
"Thomas County","214",".45%","96.40%","8",".22%","3.60%","222",".44%"
"Tift County","325",".69%","95.87%","14",".38%","4.13%","339",".67%"
"Toombs County","273",".58%","93.49%","19",".51%","6.51%","292",".58%"
"Towns County","63",".13%","77.78%","18",".49%","22.22%","81",".16%"
"Treutlen County","63",".13%","86.30%","10",".27%","13.70%","73",".14%"
"Troup County","613","1.30%","92.04%","53","1.43%","7.96%","666","1.31%"
"Turner County","61",".13%","96.83%","2",".05%","3.17%","63",".12%"
"Twiggs County","36",".08%","92.31%","3",".08%","7.69%","39",".08%"
"Union County","84",".18%","86.60%","13",".35%","13.40%","97",".19%"
"Upson County","187",".40%","89.05%","23",".62%","10.95%","210",".41%"
"Walker County","447",".95%","91.79%","40","1.08%","8.21%","487",".96%"
"Walton County","624","1.33%","91.50%","58","1.57%","8.50%","682","1.34%"
"Ware County","265",".56%","89.83%","30",".81%","10.17%","295",".58%"
"Warren County","28",".06%","93.33%","2",".05%","6.67%","30",".06%"
"Washington County","178",".38%","94.18%","11",".30%","5.82%","189",".37%"
"Wayne County","189",".40%","89.57%","22",".59%","10.43%","211",".42%"
