"County of Conviction","Count","Col %","","Row %  Count","Col %","Row %","Total","Col %"
"Houston County","761","1.62%","93.83%","50","1.36%","6.17%","811","1.60%"
"Irwin County","72",".15%","96.00%","3",".08%","4.00%","75",".15%"
"Jackson County","252",".54%","90.65%","26",".71%","9.35%","278",".55%"
"Jasper County","60",".13%","96.77%","2",".05%","3.23%","62",".12%"
"Jeff Davis County","97",".21%","95.10%","5",".14%","4.90%","102",".20%"
"Jefferson County","125",".27%","91.24%","12",".33%","8.76%","137",".27%"
"Jenkins County","65",".14%","92.86%","5",".14%","7.14%","70",".14%"
"Johnson County","37",".08%","97.37%","1",".03%","2.63%","38",".07%"
"Jones County","169",".36%","90.86%","17",".46%","9.14%","186",".37%"
"Lamar County","87",".19%","87.88%","12",".33%","12.12%","99",".20%"
"Lanier County","48",".10%","87.27%","7",".19%","12.73%","55",".11%"
"Laurens County","255",".54%","88.85%","32",".87%","11.15%","287",".57%"
"Lee County","83",".18%","96.51%","3",".08%","3.49%","86",".17%"
"Liberty County","216",".46%","93.10%","16",".44%","6.90%","232",".46%"
"Lincoln County","37",".08%","94.87%","2",".05%","5.13%","39",".08%"
"Long County","57",".12%","89.06%","7",".19%","10.94%","64",".13%"
"Lowndes County","409",".87%","95.56%","19",".52%","4.44%","428",".84%"
"Lumpkin County","78",".17%","88.64%","10",".27%","11.36%","88",".17%"
"Macon County","39",".08%","95.12%","2",".05%","4.88%","41",".08%"
"Madison County","139",".30%","89.68%","16",".44%","10.32%","155",".31%"
"Marion County","18",".04%","90.00%","2",".05%","10.00%","20",".04%"
"Mcduffie County","179",".38%","97.28%","5",".14%","2.72%","184",".36%"
"Mcintosh County","69",".15%","94.52%","4",".11%","5.48%","73",".14%"
"Meriwether County","136",".29%","97.14%","4",".11%","2.86%","140",".28%"
"Miller County","36",".08%","100.00%","","","","36",".07%"
"Mitchell County","154",".33%","90.59%","16",".44%","9.41%","170",".34%"
"Monroe County","215",".46%","86.35%","34",".92%","13.65%","249",".49%"
"Montgomery County","31",".07%","86.11%","5",".14%","13.89%","36",".07%"
"Morgan County","120",".26%","92.31%","10",".27%","7.69%","130",".26%"
"Murray County","279",".59%","86.92%","42","1.14%","13.08%","321",".63%"
"Muscogee County","1,077","2.29%","94.31%","65","1.77%","5.69%","1,142","2.25%"
"Newton County","680","1.45%","93.41%","48","1.31%","6.59%","728","1.44%"
"Oconee County","53",".11%","96.36%","2",".05%","3.64%","55",".11%"
"Oglethorpe County","59",".13%","92.19%","5",".14%","7.81%","64",".13%"
"Paulding County","227",".48%","92.28%","19",".52%","7.72%","246",".49%"
"Peach County","74",".16%","96.10%","3",".08%","3.90%","77",".15%"
"Pickens County","96",".20%","87.27%","14",".38%","12.73%","110",".22%"
"Pierce County","118",".25%","92.91%","9",".24%","7.09%","127",".25%"
