"County of Conviction","Count","Col %","","Row %  Count","Col %","Row %","Total","Col %"
"076
Houston County","730","1.47%","93.83%","48","1.36%","6.17%","778","1.47%"
"077
Irwin County","67",".14%","93.06%","5",".14%","6.94%","72",".14%"
"078
Jackson County","244",".49%","92.42%","20",".57%","7.58%","264",".50%"
"079
Jasper County","57",".12%","91.94%","5",".14%","8.06%","62",".12%"
"080
Jeff Davis County","95",".19%","95.00%","5",".14%","5.00%","100",".19%"
"081
Jefferson County","148",".30%","96.73%","5",".14%","3.27%","153",".29%"
"082
Jenkins County","64",".13%","94.12%","4",".11%","5.88%","68",".13%"
"083
Johnson County","47",".09%","95.92%","2",".06%","4.08%","49",".09%"
"084
Jones County","203",".41%","88.26%","27",".77%","11.74%","230",".43%"
"085
Lamar County","79",".16%","92.94%","6",".17%","7.06%","85",".16%"
"086
Lanier County","43",".09%","97.73%","1",".03%","2.27%","44",".08%"
"087
Laurens County","280",".56%","94.28%","17",".48%","5.72%","297",".56%"
"088
Lee County","61",".12%","95.31%","3",".09%","4.69%","64",".12%"
"089
Liberty County","269",".54%","90.88%","27",".77%","9.12%","296",".56%"
"090
Lincoln County","26",".05%","100.00%","","","","26",".05%"
"091
Long County","85",".17%","92.39%","7",".20%","7.61%","92",".17%"
"092
Lowndes County","555","1.12%","96.02%","23",".65%","3.98%","578","1.09%"
"093
Lumpkin County","89",".18%","94.68%","5",".14%","5.32%","94",".18%"
"094
Macon County","53",".11%","98.15%","1",".03%","1.85%","54",".10%"
"095
Madison County","117",".24%","93.60%","8",".23%","6.40%","125",".24%"
"096
Marion County","25",".05%","92.59%","2",".06%","7.41%","27",".05%"
"097
Mcduffie County","196",".40%","95.61%","9",".26%","4.39%","205",".39%"
"098
Mcintosh County","79",".16%","98.75%","1",".03%","1.25%","80",".15%"
"099
Meriwether County","171",".35%","92.93%","13",".37%","7.07%","184",".35%"
"100
Miller County","34",".07%","100.00%","","","","34",".06%"
"101
Mitchell County","170",".34%","91.89%","15",".43%","8.11%","185",".35%"
"102
Monroe County","149",".30%","88.17%","20",".57%","11.83%","169",".32%"
"103
Montgomery County","30",".06%","100.00%","","","","30",".06%"
"104
Morgan County","155",".31%","89.60%","18",".51%","10.40%","173",".33%"
"105
Murray County","148",".30%","94.87%","8",".23%","5.13%","156",".29%"
"106
Muscogee County","1,219","2.46%","95.23%","61","1.73%","4.77%","1,280","2.41%"
"107
Newton County","667","1.35%","92.64%","53","1.51%","7.36%","720","1.36%"
"108
Oconee County","54",".11%","98.18%","1",".03%","1.82%","55",".10%"
"109
Oglethorpe County","57",".12%","95.00%","3",".09%","5.00%","60",".11%"
"110
Paulding County","239",".48%","91.22%","23",".65%","8.78%","262",".49%"
"111
Peach County","84",".17%","94.38%","5",".14%","5.62%","89",".17%"
"112
Pickens County","90",".18%","90.00%","10",".28%","10.00%","100",".19%"
"113
Pierce County","86",".17%","95.56%","4",".11%","4.44%","90",".17%"
