"County of Conviction","Count","Col %","","Row %  Count","Col %","Row %","Total","Col %"
"Polk","143",".30%","94.70%","8",".24%","5.30%","151",".30%"
"Pulaski","72",".15%","87.80%","10",".30%","12.20%","82",".16%"
"Putnam","125",".27%","96.15%","5",".15%","3.85%","130",".26%"
"Quitman","15",".03%","93.75%","1",".03%","6.25%","16",".03%"
"Rabun","68",".14%","91.89%","6",".18%","8.11%","74",".15%"
"Randolph","47",".10%","100.00%","","","","47",".09%"
"Richmond","1,813","3.86%","94.57%","104","3.09%","5.43%","1,917","3.81%"
"Rockdale","408",".87%","92.31%","34","1.01%","7.69%","442",".88%"
"Schley","27",".06%","100.00%","","","","27",".05%"
"Screven","134",".29%","95.04%","7",".21%","4.96%","141",".28%"
"Seminole","64",".14%","90.14%","7",".21%","9.86%","71",".14%"
"Spalding","567","1.21%","92.35%","47","1.39%","7.65%","614","1.22%"
"Stephens","172",".37%","90.53%","18",".53%","9.47%","190",".38%"
"Stewart","31",".07%","91.18%","3",".09%","8.82%","34",".07%"
"Sumter","230",".49%","94.65%","13",".39%","5.35%","243",".48%"
"Talbot","39",".08%","92.86%","3",".09%","7.14%","42",".08%"
"Taliaferro","13",".03%","86.67%","2",".06%","13.33%","15",".03%"
"Tattnall","165",".35%","95.93%","7",".21%","4.07%","172",".34%"
"Taylor","74",".16%","94.87%","4",".12%","5.13%","78",".15%"
"Telfair","144",".31%","90.57%","15",".45%","9.43%","159",".32%"
"Terrell","76",".16%","97.44%","2",".06%","2.56%","78",".15%"
"Thomas","299",".64%","93.44%","21",".62%","6.56%","320",".64%"
"Tift","322",".69%","95.27%","16",".47%","4.73%","338",".67%"
"Toombs","245",".52%","92.45%","20",".59%","7.55%","265",".53%"
"Towns","30",".06%","85.71%","5",".15%","14.29%","35",".07%"
"Treutlen","69",".15%","95.83%","3",".09%","4.17%","72",".14%"
"Troup","672","1.43%","92.31%","56","1.66%","7.69%","728","1.45%"
"Turner","72",".15%","94.74%","4",".12%","5.26%","76",".15%"
"Twiggs","42",".09%","91.30%","4",".12%","8.70%","46",".09%"
"Union","55",".12%","96.49%","2",".06%","3.51%","57",".11%"
"Upson","246",".52%","91.79%","22",".65%","8.21%","268",".53%"
"Walker","378",".80%","88.94%","47","1.39%","11.06%","425",".84%"
"Walton","309",".66%","93.92%","20",".59%","6.08%","329",".65%"
"Ware","331",".70%","93.77%","22",".65%","6.23%","353",".70%"
"Warren","45",".10%","93.75%","3",".09%","6.25%","48",".10%"
"Washington","105",".22%","93.75%","7",".21%","6.25%","112",".22%"
"Wayne","153",".33%","91.07%","15",".45%","8.93%","168",".33%"
"Webster","12",".03%","92.31%","1",".03%","7.69%","13",".03%"
