"","Male","","","Female","","","Total",""
"County of Conviction","Count","Col %","","Row %  Count","Col %","Row %","Total","Col %"
"076
Houston County","676","1.32%","92.22%","57","1.43%","7.78%","733","1.33%"
"077
Irwin County","69",".13%","95.83%","3",".08%","4.17%","72",".13%"
"078
Jackson County","288",".56%","93.81%","19",".48%","6.19%","307",".56%"
"079
Jasper County","59",".12%","89.39%","7",".18%","10.61%","66",".12%"
"080
Jeff Davis County","90",".18%","92.78%","7",".18%","7.22%","97",".18%"
"081
Jefferson County","169",".33%","92.35%","14",".35%","7.65%","183",".33%"
"082
Jenkins County","79",".15%","95.18%","4",".10%","4.82%","83",".15%"
"083
Johnson County","45",".09%","91.84%","4",".10%","8.16%","49",".09%"
"084
Jones County","203",".40%","88.26%","27",".68%","11.74%","230",".42%"
"085
Lamar County","70",".14%","90.91%","7",".18%","9.09%","77",".14%"
"086
Lanier County","44",".09%","95.65%","2",".05%","4.35%","46",".08%"
"087
Laurens County","277",".54%","92.03%","24",".60%","7.97%","301",".55%"
"088
Lee County","70",".14%","85.37%","12",".30%","14.63%","82",".15%"
"089
Liberty County","237",".46%","95.56%","11",".28%","4.44%","248",".45%"
"090
Lincoln County","42",".08%","93.33%","3",".08%","6.67%","45",".08%"
"091
Long County","63",".12%","90.00%","7",".18%","10.00%","70",".13%"
"092
Lowndes County","454",".89%","95.78%","20",".50%","4.22%","474",".86%"
"093
Lumpkin County","86",".17%","91.49%","8",".20%","8.51%","94",".17%"
"094
Macon County","47",".09%","92.16%","4",".10%","7.84%","51",".09%"
"095
Madison County","162",".32%","91.53%","15",".38%","8.47%","177",".32%"
"096
Marion County","31",".06%","91.18%","3",".08%","8.82%","34",".06%"
"097
Mcduffie County","194",".38%","95.10%","10",".25%","4.90%","204",".37%"
"098
Mcintosh County","47",".09%","87.04%","7",".18%","12.96%","54",".10%"
"099
Meriwether County","210",".41%","90.91%","21",".53%","9.09%","231",".42%"
"100
Miller County","33",".06%","94.29%","2",".05%","5.71%","35",".06%"
"101
Mitchell County","150",".29%","93.17%","11",".28%","6.83%","161",".29%"
"102
Monroe County","130",".25%","92.20%","11",".28%","7.80%","141",".26%"
"103
Montgomery County","37",".07%","86.05%","6",".15%","13.95%","43",".08%"
"104
Morgan County","139",".27%","90.85%","14",".35%","9.15%","153",".28%"
"105
Murray County","225",".44%","90.36%","24",".60%","9.64%","249",".45%"
"106
Muscogee County","1,205","2.36%","94.66%","68","1.71%","5.34%","1,273","2.31%"
"107
Newton County","724","1.42%","91.53%","67","1.68%","8.47%","791","1.44%"
"108
Oconee County","52",".10%","100.00%","","","","52",".09%"
"109
Oglethorpe County","66",".13%","94.29%","4",".10%","5.71%","70",".13%"
"110
Paulding County","232",".45%","91.70%","21",".53%","8.30%","253",".46%"
"111
Peach County","87",".17%","95.60%","4",".10%","4.40%","91",".17%"
"112
Pickens County","108",".21%","85.71%","18",".45%","14.29%","126",".23%"
"113
Pierce County","104",".20%","93.69%","7",".18%","6.31%","111",".20%"
