"County of Conviction","M Count","M Col %","M Row %","F Count","F Col %","F Row %","Total","Col %"
"Houston County","707","1.42%","94.77%","39","1.10%","5.23%","746","1.40%"
"Irwin County","68",".14%","94.44%","4",".11%","5.56%","72",".14%"
"Jackson County","246",".49%","93.18%","18",".51%","6.82%","264",".50%"
"Jasper County","60",".12%","95.24%","3",".08%","4.76%","63",".12%"
"Jeff Davis County","89",".18%","96.74%","3",".08%","3.26%","92",".17%"
"Jefferson County","144",".29%","97.96%","3",".08%","2.04%","147",".28%"
"Jenkins County","65",".13%","95.59%","3",".08%","4.41%","68",".13%"
"Johnson County","44",".09%","95.65%","2",".06%","4.35%","46",".09%"
"Jones County","200",".40%","90.09%","22",".62%","9.91%","222",".42%"
"Lamar County","73",".15%","92.41%","6",".17%","7.59%","79",".15%"
"Lanier County","47",".09%","97.92%","1",".03%","2.08%","48",".09%"
"Laurens County","275",".55%","94.83%","15",".42%","5.17%","290",".54%"
"Lee County","56",".11%","96.55%","2",".06%","3.45%","58",".11%"
"Liberty County","259",".52%","91.84%","23",".65%","8.16%","282",".53%"
"Lincoln County","25",".05%","96.15%","1",".03%","3.85%","26",".05%"
"Long County","80",".16%","94.12%","5",".14%","5.88%","85",".16%"
"Lowndes County","527","1.06%","96.52%","19",".54%","3.48%","546","1.02%"
"Lumpkin County","98",".20%","94.23%","6",".17%","5.77%","104",".20%"
"Macon County","51",".10%","96.23%","2",".06%","3.77%","53",".10%"
"Madison County","132",".27%","94.29%","8",".23%","5.71%","140",".26%"
"Marion County","27",".05%","96.43%","1",".03%","3.57%","28",".05%"
"Mcduffie County","181",".36%","95.26%","9",".25%","4.74%","190",".36%"
"Mcintosh County","71",".14%","98.61%","1",".03%","1.39%","72",".14%"
"Meriwether County","176",".35%","92.15%","15",".42%","7.85%","191",".36%"
"Miller County","32",".06%","100.00%","","","","32",".06%"
"Mitchell County","167",".34%","92.27%","14",".40%","7.73%","181",".34%"
"Monroe County","130",".26%","87.84%","18",".51%","12.16%","148",".28%"
"Montgomery County","25",".05%","100.00%","","","","25",".05%"
"Morgan County","148",".30%","92.50%","12",".34%","7.50%","160",".30%"
"Murray County","144",".29%","93.51%","10",".28%","6.49%","154",".29%"
"Muscogee County","1,168","2.35%","95.42%","56","1.58%","4.58%","1,224","2.30%"
"Newton County","665","1.34%","93.01%","50","1.41%","6.99%","715","1.34%"
"Oconee County","52",".10%","96.30%","2",".06%","3.70%","54",".10%"
"Oglethorpe County","51",".10%","94.44%","3",".08%","5.56%","54",".10%"
"Paulding County","226",".45%","91.87%","20",".56%","8.13%","246",".46%"
"Peach County","83",".17%","94.32%","5",".14%","5.68%","88",".17%"
"Pickens County","86",".17%","92.47%","7",".20%","7.53%","93",".17%"
"Pierce County","83",".17%","97.65%","2",".06%","2.35%","85",".16%"
