"County of Conviction","Count","Col %","","Row %  Count","Col %","Row %","Total","Col %"
"Pike County","42",".09%","93.33%","3",".09%","6.67%","45",".09%"
"Polk County","204",".45%","90.67%","21",".61%","9.33%","225",".46%"
"Pulaski County","31",".07%","81.58%","7",".20%","18.42%","38",".08%"
"Putnam County","150",".33%","94.34%","9",".26%","5.66%","159",".32%"
"Quitman County","8",".02%","100.00%","","","","8",".02%"
"Rabun County","72",".16%","90.00%","8",".23%","10.00%","80",".16%"
"Randolph County","47",".10%","95.92%","2",".06%","4.08%","49",".10%"
"Richmond County","1,556","3.40%","93.68%","105","3.05%","6.32%","1,661","3.37%"
"Rockdale County","451",".98%","92.80%","35","1.02%","7.20%","486",".99%"
"Schley County","19",".04%","95.00%","1",".03%","5.00%","20",".04%"
"Screven County","113",".25%","94.17%","7",".20%","5.83%","120",".24%"
"Seminole County","66",".14%","89.19%","8",".23%","10.81%","74",".15%"
"Spalding County","477","1.04%","91.38%","45","1.31%","8.62%","522","1.06%"
"Stephens County","122",".27%","97.60%","3",".09%","2.40%","125",".25%"
"Stewart County","23",".05%","88.46%","3",".09%","11.54%","26",".05%"
"Sumter County","196",".43%","94.23%","12",".35%","5.77%","208",".42%"
"Talbot County","21",".05%","91.30%","2",".06%","8.70%","23",".05%"
"Taliaferro County","19",".04%","100.00%","","","","19",".04%"
"Tattnall County","178",".39%","86.83%","27",".79%","13.17%","205",".42%"
"Taylor County","43",".09%","95.56%","2",".06%","4.44%","45",".09%"
"Telfair County","99",".22%","92.52%","8",".23%","7.48%","107",".22%"
"Terrell County","60",".13%","95.24%","3",".09%","4.76%","63",".13%"
"Thomas County","234",".51%","95.51%","11",".32%","4.49%","245",".50%"
"Tift County","296",".65%","94.57%","17",".49%","5.43%","313",".64%"
"Toombs County","275",".60%","92.28%","23",".67%","7.72%","298",".60%"
"Towns County","60",".13%","75.95%","19",".55%","24.05%","79",".16%"
"Treutlen County","62",".14%","92.54%","5",".15%","7.46%","67",".14%"
"Troup County","580","1.27%","92.50%","47","1.37%","7.50%","627","1.27%"
"Turner County","49",".11%","90.74%","5",".15%","9.26%","54",".11%"
"Twiggs County","41",".09%","91.11%","4",".12%","8.89%","45",".09%"
"Union County","82",".18%","85.42%","14",".41%","14.58%","96",".19%"
"Upson County","183",".40%","92.89%","14",".41%","7.11%","197",".40%"
"Walker County","446",".97%","91.58%","41","1.19%","8.42%","487",".99%"
"Walton County","617","1.35%","91.14%","60","1.75%","8.86%","677","1.37%"
"Ware County","275",".60%","90.76%","28",".81%","9.24%","303",".61%"
"Warren County","27",".06%","87.10%","4",".12%","12.90%","31",".06%"
"Washington County","174",".38%","93.55%","12",".35%","6.45%","186",".38%"
"Wayne County","185",".40%","88.94%","23",".67%","11.06%","208",".42%"
