"County of Conviction","Count","Col %","","Row %  Count","Col %","Row %","Total","Col %"
"152
Webster County","4",".01%","100.00%","","","","4",".01%"
"153
Wheeler County","22",".04%","91.67%","2",".05%","8.33%","24",".04%"
"154
White County","101",".20%","84.87%","18",".47%","15.13%","119",".22%"
"155
Whitfield County","679","1.34%","87.61%","96","2.52%","12.39%","775","1.42%"
"156
Wilcox County","43",".08%","95.56%","2",".05%","4.44%","45",".08%"
"157
Wilkes County","70",".14%","95.89%","3",".08%","4.11%","73",".13%"
"158
Wilkinson County","44",".09%","100.00%","","","","44",".08%"
"159
Worth County","125",".25%","91.24%","12",".31%","8.76%","137",".25%"
"447
Troup County Ci","1",".01%","100.00%","","","","1",".01%"
"Total Rported","50,700","100%","93.01%","3,810","100%","6.99%","54,510","100%"
