"","Male","","","Female","","","Total",""
"County of Conviction","Count","Col %","","Row %  Count","Col %","Row %","Total","Col %"
"114
Pike County","48",".10%","88.89%","6",".17%","11.11%","54",".10%"
"115
Polk County","173",".35%","93.01%","13",".37%","6.99%","186",".35%"
"116
Pulaski County","59",".12%","98.33%","1",".03%","1.67%","60",".11%"
"117
Putnam County","155",".31%","92.26%","13",".37%","7.74%","168",".32%"
"118
Quitman County","21",".04%","100.00%","","","","21",".04%"
"119
Rabun County","50",".10%","89.29%","6",".17%","10.71%","56",".11%"
"120
Randolph County","71",".14%","95.95%","3",".08%","4.05%","74",".14%"
"121
Richmond County","1,911","3.84%","94.42%","113","3.18%","5.58%","2,024","3.80%"
"122
Rockdale County","460",".93%","92.56%","37","1.04%","7.44%","497",".93%"
"123
Schley County","17",".03%","100.00%","","","","17",".03%"
"124
Screven County","129",".26%","93.48%","9",".25%","6.52%","138",".26%"
"125
Seminole County","75",".15%","91.46%","7",".20%","8.54%","82",".15%"
"126
Spalding County","509","1.02%","94.09%","32",".90%","5.91%","541","1.02%"
"127
Stephens County","152",".31%","91.02%","15",".42%","8.98%","167",".31%"
"128
Stewart County","29",".06%","96.67%","1",".03%","3.33%","30",".06%"
"129
Sumter County","181",".36%","95.77%","8",".22%","4.23%","189",".35%"
"130
Talbot County","44",".09%","97.78%","1",".03%","2.22%","45",".08%"
"131
Taliaferro County","18",".04%","90.00%","2",".06%","10.00%","20",".04%"
"132
Tattnall County","211",".42%","90.95%","21",".59%","9.05%","232",".44%"
"133
Taylor County","74",".15%","91.36%","7",".20%","8.64%","81",".15%"
"134
Telfair County","83",".17%","92.22%","7",".20%","7.78%","90",".17%"
"135
Terrell County","83",".17%","95.40%","4",".11%","4.60%","87",".16%"
"136
Thomas County","208",".42%","92.04%","18",".51%","7.96%","226",".42%"
"137
Tift County","330",".66%","94.83%","18",".51%","5.17%","348",".65%"
"138
Toombs County","343",".69%","92.20%","29",".82%","7.80%","372",".70%"
"139
Towns County","43",".09%","82.69%","9",".25%","17.31%","52",".10%"
"140
Treutlen County","89",".18%","96.74%","3",".08%","3.26%","92",".17%"
"141
Troup County","565","1.14%","90.84%","57","1.60%","9.16%","622","1.17%"
"142
Turner County","65",".13%","91.55%","6",".17%","8.45%","71",".13%"
"143
Twiggs County","71",".14%","95.95%","3",".08%","4.05%","74",".14%"
"144
Union County","60",".12%","82.19%","13",".37%","17.81%","73",".14%"
"145
Upson County","172",".35%","94.51%","10",".28%","5.49%","182",".34%"
"146
Walker County","392",".79%","90.53%","41","1.15%","9.47%","433",".81%"
"147
Walton County","527","1.06%","91.02%","52","1.46%","8.98%","579","1.09%"
"148
Ware County","339",".68%","92.37%","28",".79%","7.63%","367",".69%"
"149
Warren County","45",".09%","100.00%","","","","45",".08%"
"150
Washington County","179",".36%","90.40%","19",".53%","9.60%","198",".37%"
"151
Wayne County","157",".32%","91.28%","15",".42%","8.72%","172",".32%"
