"","Male","","","Female","","","Total",""
"County of Conviction","Count","Col %","","Row %  Count","Col %","Row %","Total","Col %"
"077
Irwin County","67",".14%","97.10%","2",".06%","2.90%","69",".13%"
"078
Jackson County","197",".41%","93.36%","14",".40%","6.64%","211",".41%"
"079
Jasper County","65",".13%","92.86%","5",".14%","7.14%","70",".13%"
"080
Jeff Davis County","55",".11%","82.09%","12",".34%","17.91%","67",".13%"
"081
Jefferson County","134",".28%","95.71%","6",".17%","4.29%","140",".27%"
"082
Jenkins County","52",".11%","92.86%","4",".11%","7.14%","56",".11%"
"083
Johnson County","53",".11%","89.83%","6",".17%","10.17%","59",".11%"
"084
Jones County","189",".39%","89.57%","22",".62%","10.43%","211",".41%"
"085
Lamar County","69",".14%","93.24%","5",".14%","6.76%","74",".14%"
"086
Lanier County","43",".09%","95.56%","2",".06%","4.44%","45",".09%"
"087
Laurens County","293",".60%","93.91%","19",".54%","6.09%","312",".60%"
"088
Lee County","67",".14%","95.71%","3",".08%","4.29%","70",".13%"
"089
Liberty County","302",".62%","93.79%","20",".57%","6.21%","322",".62%"
"090
Lincoln County","22",".05%","100.00%","","","","22",".04%"
"091
Long County","72",".15%","96.00%","3",".08%","4.00%","75",".14%"
"092
Lowndes County","513","1.06%","94.13%","32",".90%","5.87%","545","1.05%"
"093
Lumpkin County","98",".20%","89.91%","11",".31%","10.09%","109",".21%"
"094
Macon County","76",".16%","97.44%","2",".06%","2.56%","78",".15%"
"095
Madison County","117",".24%","93.60%","8",".23%","6.40%","125",".24%"
"096
Marion County","39",".08%","97.50%","1",".03%","2.50%","40",".08%"
"097
Mcduffie County","181",".37%","94.76%","10",".28%","5.24%","191",".37%"
"098
Mcintosh County","67",".14%","100.00%","","","","67",".13%"
"099
Meriwether County","224",".46%","97.39%","6",".17%","2.61%","230",".44%"
"100
Miller County","29",".06%","96.67%","1",".03%","3.33%","30",".06%"
"101
Mitchell County","192",".40%","94.12%","12",".34%","5.88%","204",".39%"
"102
Monroe County","159",".33%","90.34%","17",".48%","9.66%","176",".34%"
"103
Montgomery County","44",".09%","91.67%","4",".11%","8.33%","48",".09%"
"104
Morgan County","142",".29%","91.61%","13",".37%","8.39%","155",".30%"
"105
Murray County","193",".40%","94.15%","12",".34%","5.85%","205",".39%"
"106
Muscogee County","1,532","3.16%","95.39%","74","2.09%","4.61%","1,606","3.08%"
"107
Newton County","608","1.25%","91.70%","55","1.55%","8.30%","663","1.27%"
"108
Oconee County","51",".11%","94.44%","3",".08%","5.56%","54",".10%"
"109
Oglethorpe County","56",".12%","98.25%","1",".03%","1.75%","57",".11%"
"110
Paulding County","272",".56%","94.44%","16",".45%","5.56%","288",".55%"
"111
Peach County","76",".16%","97.44%","2",".06%","2.56%","78",".15%"
"112
Pickens County","102",".21%","89.47%","12",".34%","10.53%","114",".22%"
"113
Pierce County","67",".14%","94.37%","4",".11%","5.63%","71",".14%"
"114
Pike County","51",".11%","91.07%","5",".14%","8.93%","56",".11%"
