"","Male","","","Female","","","Total",""
"County of Conviction","Count","Col %","","Row %  Count","Col %","Row %","Total","Col %"
"038
Coweta County","619","1.23%","93.65%","42","1.11%","6.35%","661","1.22%"
"039
Crawford County","22",".04%","95.65%","1",".03%","4.35%","23",".04%"
"040
Crisp County","284",".56%","93.11%","21",".56%","6.89%","305",".56%"
"041
Dade County","99",".20%","92.52%","8",".21%","7.48%","107",".20%"
"042
Dawson County","107",".21%","86.99%","16",".42%","13.01%","123",".23%"
"043
Decatur County","228",".45%","96.61%","8",".21%","3.39%","236",".44%"
"044
Dekalb County","3,112","6.17%","95.26%","155","4.11%","4.74%","3,267","6.03%"
"045
Dodge County","165",".33%","92.70%","13",".35%","7.30%","178",".33%"
"046
Dooly County","101",".20%","92.66%","8",".21%","7.34%","109",".20%"
"047
Dougherty County","957","1.90%","94.75%","53","1.41%","5.25%","1,010","1.86%"
"048
Douglas County","1,092","2.17%","90.55%","114","3.03%","9.45%","1,206","2.22%"
"049
Early County","95",".19%","93.14%","7",".19%","6.86%","102",".19%"
"050
Echols County","8",".02%","100.00%","","","","8",".01%"
"051
Effingham County","239",".47%","92.64%","19",".50%","7.36%","258",".48%"
"052
Elbert County","144",".29%","93.51%","10",".27%","6.49%","154",".28%"
"053
Emanuel County","164",".33%","91.11%","16",".42%","8.89%","180",".33%"
"054
Evans County","76",".15%","90.48%","8",".21%","9.52%","84",".15%"
"055
Fannin County","87",".17%","85.29%","15",".40%","14.71%","102",".19%"
"056
Fayette County","339",".67%","88.98%","42","1.11%","11.02%","381",".70%"
"057
Floyd County","883","1.75%","90.10%","97","2.57%","9.90%","980","1.81%"
"058
Forsyth County","392",".78%","91.59%","36",".96%","8.41%","428",".79%"
"059
Franklin County","163",".32%","90.56%","17",".45%","9.44%","180",".33%"
"060
Fulton County","5,148","10.21%","96.10%","209","5.55%","3.90%","5,357","9.88%"
"061
Gilmer County","93",".18%","89.42%","11",".29%","10.58%","104",".19%"
"062
Glascock County","8",".02%","100.00%","","","","8",".01%"
"063
Glynn County","544","1.08%","93.96%","35",".93%","6.04%","579","1.07%"
"064
Gordon County","390",".77%","87.44%","56","1.49%","12.56%","446",".82%"
"065
Grady County","156",".31%","96.30%","6",".16%","3.70%","162",".30%"
"066
Greene County","125",".25%","96.15%","5",".13%","3.85%","130",".24%"
"067
Gwinnett County","2,541","5.04%","92.97%","192","5.10%","7.03%","2,733","5.04%"
"068
Habersham County","99",".20%","96.12%","4",".11%","3.88%","103",".19%"
"069
Hall County","734","1.46%","91.98%","64","1.70%","8.02%","798","1.47%"
"070
Hancock County","32",".06%","94.12%","2",".05%","5.88%","34",".06%"
"071
Haralson County","134",".27%","93.71%","9",".24%","6.29%","143",".26%"
"072
Harris County","118",".23%","92.91%","9",".24%","7.09%","127",".23%"
"073
Hart County","153",".30%","92.17%","13",".35%","7.83%","166",".31%"
"074
Heard County","56",".11%","90.32%","6",".16%","9.68%","62",".11%"
"075
Henry County","533","1.06%","89.43%","63","1.67%","10.57%","596","1.10%"
