"","Male","","","Female","","","Total",""
"County of Conviction","Count","Col %","","Row %  Count","Col %","Row %","Total","Col %"
"114
Pike County","36",".07%","85.71%","6",".15%","14.29%","42",".08%"
"115
Polk County","194",".38%","94.17%","12",".31%","5.83%","206",".38%"
"116
Pulaski County","49",".10%","94.23%","3",".08%","5.77%","52",".09%"
"117
Putnam County","152",".30%","89.94%","17",".43%","10.06%","169",".31%"
"118
Quitman County","16",".03%","100.00%","","","","16",".03%"
"119
Rabun County","62",".12%","89.86%","7",".18%","10.14%","69",".13%"
"120
Randolph County","67",".13%","98.53%","1",".03%","1.47%","68",".12%"
"121
Richmond County","1,959","3.85%","93.87%","128","3.26%","6.13%","2,087","3.81%"
"122
Rockdale County","495",".97%","93.22%","36",".92%","6.78%","531",".97%"
"123
Schley County","13",".03%","81.25%","3",".08%","18.75%","16",".03%"
"124
Screven County","118",".23%","96.72%","4",".10%","3.28%","122",".22%"
"125
Seminole County","70",".14%","86.42%","11",".28%","13.58%","81",".15%"
"126
Spalding County","523","1.03%","92.40%","43","1.09%","7.60%","566","1.03%"
"127
Stephens County","176",".35%","87.56%","25",".64%","12.44%","201",".37%"
"128
Stewart County","34",".07%","97.14%","1",".03%","2.86%","35",".06%"
"129
Sumter County","200",".39%","94.79%","11",".28%","5.21%","211",".39%"
"130
Talbot County","34",".07%","91.89%","3",".08%","8.11%","37",".07%"
"131
Taliaferro County","18",".04%","94.74%","1",".03%","5.26%","19",".03%"
"132
Tattnall County","193",".38%","93.69%","13",".33%","6.31%","206",".38%"
"133
Taylor County","68",".13%","91.89%","6",".15%","8.11%","74",".14%"
"134
Telfair County","97",".19%","94.17%","6",".15%","5.83%","103",".19%"
"135
Terrell County","89",".18%","94.68%","5",".13%","5.32%","94",".17%"
"136
Thomas County","199",".39%","96.14%","8",".20%","3.86%","207",".38%"
"137
Tift County","315",".62%","94.31%","19",".48%","5.69%","334",".61%"
"138
Toombs County","338",".66%","90.62%","35",".89%","9.38%","373",".68%"
"139
Towns County","52",".10%","74.29%","18",".46%","25.71%","70",".13%"
"140
Treutlen County","74",".15%","93.67%","5",".13%","6.33%","79",".14%"
"141
Troup County","677","1.33%","92.23%","57","1.45%","7.77%","734","1.34%"
"142
Turner County","66",".13%","97.06%","2",".05%","2.94%","68",".12%"
"143
Twiggs County","53",".10%","96.36%","2",".05%","3.64%","55",".10%"
"144
Union County","94",".18%","83.19%","19",".48%","16.81%","113",".21%"
"145
Upson County","174",".34%","94.57%","10",".25%","5.43%","184",".34%"
"146
Walker County","416",".82%","90.83%","42","1.07%","9.17%","458",".84%"
"147
Walton County","564","1.11%","90.38%","60","1.53%","9.62%","624","1.14%"
"148
Ware County","324",".64%","93.64%","22",".56%","6.36%","346",".63%"
"149
Warren County","42",".08%","95.45%","2",".05%","4.55%","44",".08%"
"150
Washington County","198",".39%","89.59%","23",".59%","10.41%","221",".40%"
"151
Wayne County","174",".34%","91.58%","16",".41%","8.42%","190",".35%"
