"","Male","","","Female","","","Total",""
"County of Conviction","Count","Col %","","Row %  Count","Col %","Row %","Total","Col %"
"038
Coweta County","531","1.04%","91.87%","47","1.26%","8.13%","578","1.05%"
"039
Crawford County","18",".04%","94.74%","1",".03%","5.26%","19",".03%"
"040
Crisp County","252",".49%","93.33%","18",".48%","6.67%","270",".49%"
"041
Dade County","133",".26%","92.36%","11",".30%","7.64%","144",".26%"
"042
Dawson County","120",".23%","90.23%","13",".35%","9.77%","133",".24%"
"043
Decatur County","296",".58%","91.36%","28",".75%","8.64%","324",".59%"
"044
Dekalb County","2,841","5.55%","94.64%","161","4.33%","5.36%","3,002","5.47%"
"045
Dodge County","156",".30%","94.55%","9",".24%","5.45%","165",".30%"
"046
Dooly County","93",".18%","94.90%","5",".13%","5.10%","98",".18%"
"047
Dougherty County","936","1.83%","94.93%","50","1.35%","5.07%","986","1.80%"
"048
Douglas County","1,197","2.34%","88.93%","149","4.01%","11.07%","1,346","2.45%"
"049
Early County","95",".19%","96.94%","3",".08%","3.06%","98",".18%"
"050
Echols County","10",".02%","100.00%","","","","10",".02%"
"051
Effingham County","154",".30%","93.33%","11",".30%","6.67%","165",".30%"
"052
Elbert County","128",".25%","92.75%","10",".27%","7.25%","138",".25%"
"053
Emanuel County","181",".35%","94.27%","11",".30%","5.73%","192",".35%"
"054
Evans County","99",".19%","97.06%","3",".08%","2.94%","102",".19%"
"055
Fannin County","107",".21%","91.45%","10",".27%","8.55%","117",".21%"
"056
Fayette County","379",".74%","92.89%","29",".78%","7.11%","408",".74%"
"057
Floyd County","722","1.41%","90.59%","75","2.02%","9.41%","797","1.45%"
"058
Forsyth County","285",".56%","85.84%","47","1.26%","14.16%","332",".60%"
"059
Franklin County","130",".25%","89.66%","15",".40%","10.34%","145",".26%"
"060
Fulton County","5,021","9.81%","96.32%","192","5.17%","3.68%","5,213","9.49%"
"061
Gilmer County","124",".24%","89.21%","15",".40%","10.79%","139",".25%"
"062
Glascock County","7",".01%","87.50%","1",".03%","12.50%","8",".01%"
"063
Glynn County","399",".78%","93.66%","27",".73%","6.34%","426",".78%"
"064
Gordon County","294",".57%","89.09%","36",".97%","10.91%","330",".60%"
"065
Grady County","203",".40%","92.69%","16",".43%","7.31%","219",".40%"
"066
Greene County","155",".30%","95.68%","7",".19%","4.32%","162",".30%"
"067
Gwinnett County","2,257","4.41%","92.96%","171","4.60%","7.04%","2,428","4.42%"
"068
Habersham County","109",".21%","96.46%","4",".11%","3.54%","113",".21%"
"069
Hall County","702","1.37%","92.01%","61","1.64%","7.99%","763","1.39%"
"070
Hancock County","33",".06%","100.00%","","","","33",".06%"
"071
Haralson County","86",".17%","97.73%","2",".05%","2.27%","88",".16%"
"072
Harris County","122",".24%","96.06%","5",".13%","3.94%","127",".23%"
"073
Hart County","117",".23%","95.90%","5",".13%","4.10%","122",".22%"
"074
Heard County","63",".12%","96.92%","2",".05%","3.08%","65",".12%"
"075
Henry County","570","1.11%","90.48%","60","1.61%","9.52%","630","1.15%"
