"","Male","","","Female","","","Total",""
"County of Conviction","Count","Col %","","Row %  Count","Col %","Row %","Total","Col %"
"076
Houston County","711","1.44%","94.05%","45","1.29%","5.95%","756","1.43%"
"077
Irwin County","76",".15%","95.00%","4",".11%","5.00%","80",".15%"
"078
Jackson County","254",".51%","91.70%","23",".66%","8.30%","277",".52%"
"079
Jasper County","56",".11%","87.50%","8",".23%","12.50%","64",".12%"
"080
Jeff Davis County","91",".18%","94.79%","5",".14%","5.21%","96",".18%"
"081
Jefferson County","166",".34%","97.65%","4",".11%","2.35%","170",".32%"
"082
Jenkins County","75",".15%","94.94%","4",".11%","5.06%","79",".15%"
"083
Johnson County","54",".11%","96.43%","2",".06%","3.57%","56",".11%"
"084
Jones County","207",".42%","89.61%","24",".69%","10.39%","231",".44%"
"085
Lamar County","81",".16%","93.10%","6",".17%","6.90%","87",".16%"
"086
Lanier County","48",".10%","96.00%","2",".06%","4.00%","50",".09%"
"087
Laurens County","285",".58%","94.06%","18",".52%","5.94%","303",".57%"
"088
Lee County","64",".13%","94.12%","4",".11%","5.88%","68",".13%"
"089
Liberty County","296",".60%","94.27%","18",".52%","5.73%","314",".59%"
"090
Lincoln County","28",".06%","100.00%","","","","28",".05%"
"091
Long County","79",".16%","92.94%","6",".17%","7.06%","85",".16%"
"092
Lowndes County","547","1.10%","95.80%","24",".69%","4.20%","571","1.08%"
"093
Lumpkin County","97",".20%","91.51%","9",".26%","8.49%","106",".20%"
"094
Macon County","66",".13%","97.06%","2",".06%","2.94%","68",".13%"
"095
Madison County","103",".21%","90.35%","11",".31%","9.65%","114",".22%"
"096
Marion County","25",".05%","96.15%","1",".03%","3.85%","26",".05%"
"097
Mcduffie County","186",".38%","95.38%","9",".26%","4.62%","195",".37%"
"098
Mcintosh County","80",".16%","95.24%","4",".11%","4.76%","84",".16%"
"099
Meriwether County","161",".33%","96.41%","6",".17%","3.59%","167",".31%"
"100
Miller County","37",".07%","100.00%","","","","37",".07%"
"101
Mitchell County","195",".39%","91.98%","17",".49%","8.02%","212",".40%"
"102
Monroe County","162",".33%","89.50%","19",".54%","10.50%","181",".34%"
"103
Montgomery County","35",".07%","100.00%","","","","35",".07%"
"104
Morgan County","154",".31%","90.59%","16",".46%","9.41%","170",".32%"
"105
Murray County","139",".28%","92.67%","11",".31%","7.33%","150",".28%"
"106
Muscogee County","1,242","2.51%","95.32%","61","1.75%","4.68%","1,303","2.46%"
"107
Newton County","638","1.29%","92.06%","55","1.57%","7.94%","693","1.31%"
"108
Oconee County","50",".10%","98.04%","1",".03%","1.96%","51",".10%"
"109
Oglethorpe County","60",".12%","98.36%","1",".03%","1.64%","61",".12%"
"110
Paulding County","267",".54%","92.71%","21",".60%","7.29%","288",".54%"
"111
Peach County","80",".16%","97.56%","2",".06%","2.44%","82",".15%"
"112
Pickens County","89",".18%","93.68%","6",".17%","6.32%","95",".18%"
"113
Pierce County","76",".15%","98.70%","1",".03%","1.30%","77",".15%"
