"","Male","","","Female","","","Total",""
"County of Conviction","Count","Col %","","Row %  Count","Col %","Row %","Total","Col %"
"114
Pike County","46",".11%","92.00%","4",".13%","8.00%","50",".11%"
"115
Polk County","186",".43%","90.73%","19",".64%","9.27%","205",".44%"
"116
Pulaski County","30",".07%","83.33%","6",".20%","16.67%","36",".08%"
"117
Putnam County","150",".34%","93.75%","10",".34%","6.25%","160",".34%"
"118
Quitman County","11",".03%","100.00%","","","","11",".02%"
"119
Rabun County","55",".13%","82.09%","12",".40%","17.91%","67",".14%"
"120
Randolph County","46",".11%","93.88%","3",".10%","6.12%","49",".11%"
"121
Richmond County","1,577","3.61%","94.66%","89","2.98%","5.34%","1,666","3.57%"
"122
Rockdale County","383",".88%","93.19%","28",".94%","6.81%","411",".88%"
"123
Schley County","16",".04%","100.00%","","","","16",".03%"
"124
Screven County","95",".22%","95.00%","5",".17%","5.00%","100",".21%"
"125
Seminole County","57",".13%","85.07%","10",".34%","14.93%","67",".14%"
"126
Spalding County","429",".98%","93.06%","32","1.07%","6.94%","461",".99%"
"127
Stephens County","122",".28%","96.83%","4",".13%","3.17%","126",".27%"
"128
Stewart County","19",".04%","86.36%","3",".10%","13.64%","22",".05%"
"129
Sumter County","194",".44%","96.52%","7",".23%","3.48%","201",".43%"
"130
Talbot County","21",".05%","95.45%","1",".03%","4.55%","22",".05%"
"131
Taliaferro County","21",".05%","100.00%","","","","21",".05%"
"132
Tattnall County","161",".37%","89.94%","18",".60%","10.06%","179",".38%"
"133
Taylor County","46",".11%","90.20%","5",".17%","9.80%","51",".11%"
"134
Telfair County","96",".22%","94.12%","6",".20%","5.88%","102",".22%"
"135
Terrell County","74",".17%","97.37%","2",".07%","2.63%","76",".16%"
"136
Thomas County","184",".42%","95.83%","8",".27%","4.17%","192",".41%"
"137
Tift County","301",".69%","96.47%","11",".37%","3.53%","312",".67%"
"138
Toombs County","280",".64%","92.41%","23",".77%","7.59%","303",".65%"
"139
Towns County","50",".11%","80.65%","12",".40%","19.35%","62",".13%"
"140
Treutlen County","62",".14%","98.41%","1",".03%","1.59%","63",".14%"
"141
Troup County","523","1.20%","94.06%","33","1.11%","5.94%","556","1.19%"
"142
Turner County","54",".12%","94.74%","3",".10%","5.26%","57",".12%"
"143
Twiggs County","37",".08%","90.24%","4",".13%","9.76%","41",".09%"
"144
Union County","88",".20%","83.81%","17",".57%","16.19%","105",".23%"
"145
Upson County","156",".36%","94.55%","9",".30%","5.45%","165",".35%"
"146
Walker County","412",".94%","91.15%","40","1.34%","8.85%","452",".97%"
"147
Walton County","605","1.38%","90.43%","64","2.15%","9.57%","669","1.43%"
"148
Ware County","230",".53%","94.26%","14",".47%","5.74%","244",".52%"
"149
Warren County","24",".05%","85.71%","4",".13%","14.29%","28",".06%"
"150
Washington County","169",".39%","93.89%","11",".37%","6.11%","180",".39%"
"151
Wayne County","196",".45%","90.74%","20",".67%","9.26%","216",".46%"
