"","Male","","","Female","","","Total",""
"County of Conviction","Count","Col %","","Row %  Count","Col %","Row %","Total","Col %"
"038
Coweta County","565","1.13%","94.17%","35",".93%","5.83%","600","1.12%"
"039
Crawford County","20",".04%","100.00%","","","","20",".04%"
"040
Crisp County","290",".58%","94.16%","18",".48%","5.84%","308",".57%"
"041
Dade County","91",".18%","94.79%","5",".13%","5.21%","96",".18%"
"042
Dawson County","98",".20%","89.91%","11",".29%","10.09%","109",".20%"
"043
Decatur County","244",".49%","95.31%","12",".32%","4.69%","256",".48%"
"044
Dekalb County","3,131","6.27%","95.02%","164","4.35%","4.98%","3,295","6.13%"
"045
Dodge County","164",".33%","93.18%","12",".32%","6.82%","176",".33%"
"046
Dooly County","98",".20%","95.15%","5",".13%","4.85%","103",".19%"
"047
Dougherty County","972","1.95%","94.64%","55","1.46%","5.36%","1,027","1.91%"
"048
Douglas County","1,117","2.24%","89.43%","132","3.50%","10.57%","1,249","2.32%"
"049
Early County","96",".19%","94.12%","6",".16%","5.88%","102",".19%"
"050
Echols County","8",".02%","100.00%","","","","8",".01%"
"051
Effingham County","217",".43%","91.95%","19",".50%","8.05%","236",".44%"
"052
Elbert County","125",".25%","91.24%","12",".32%","8.76%","137",".25%"
"053
Emanuel County","175",".35%","93.58%","12",".32%","6.42%","187",".35%"
"054
Evans County","90",".18%","92.78%","7",".19%","7.22%","97",".18%"
"055
Fannin County","89",".18%","85.58%","15",".40%","14.42%","104",".19%"
"056
Fayette County","346",".69%","88.49%","45","1.19%","11.51%","391",".73%"
"057
Floyd County","908","1.82%","89.72%","104","2.76%","10.28%","1,012","1.88%"
"058
Forsyth County","389",".78%","89.63%","45","1.19%","10.37%","434",".81%"
"059
Franklin County","153",".31%","94.44%","9",".24%","5.56%","162",".30%"
"060
Fulton County","4,959","9.92%","96.03%","205","5.44%","3.97%","5,164","9.61%"
"061
Gilmer County","97",".19%","93.27%","7",".19%","6.73%","104",".19%"
"062
Glascock County","7",".01%","87.50%","1",".03%","12.50%","8",".01%"
"063
Glynn County","541","1.08%","92.32%","45","1.19%","7.68%","586","1.09%"
"064
Gordon County","394",".79%","87.56%","56","1.49%","12.44%","450",".84%"
"065
Grady County","162",".32%","95.29%","8",".21%","4.71%","170",".32%"
"066
Greene County","118",".24%","95.16%","6",".16%","4.84%","124",".23%"
"067
Gwinnett County","2,400","4.80%","92.52%","194","5.15%","7.48%","2,594","4.83%"
"068
Habersham County","96",".19%","91.43%","9",".24%","8.57%","105",".20%"
"069
Hall County","700","1.40%","90.91%","70","1.86%","9.09%","770","1.43%"
"070
Hancock County","29",".06%","93.55%","2",".05%","6.45%","31",".06%"
"071
Haralson County","142",".28%","94.04%","9",".24%","5.96%","151",".28%"
"072
Harris County","111",".22%","88.10%","15",".40%","11.90%","126",".23%"
"073
Hart County","155",".31%","94.51%","9",".24%","5.49%","164",".31%"
"074
Heard County","47",".09%","94.00%","3",".08%","6.00%","50",".09%"
"075
Henry County","507","1.01%","90.37%","54","1.43%","9.63%","561","1.04%"
