"","Male","","","Female","","","Total",""
"County of Conviction","Count","Col %","","Row %  Count","Col %","Row %","Total","Col %"
"77
Irwin","65",".14%","95.59%","3",".11%","4.41%","68",".14%"
"78
Jackson","215",".48%","91.88%","19",".70%","8.12%","234",".49%"
"79
Jasper","53",".12%","96.36%","2",".07%","3.64%","55",".11%"
"80
Jeff Davis","54",".12%","88.52%","7",".26%","11.48%","61",".13%"
"81
Jefferson","98",".22%","97.03%","3",".11%","2.97%","101",".21%"
"82
Jenkins","69",".15%","90.79%","7",".26%","9.21%","76",".16%"
"83
Johnson","52",".12%","98.11%","1",".04%","1.89%","53",".11%"
"84
Jones","106",".23%","92.98%","8",".29%","7.02%","114",".24%"
"85
Lamar","82",".18%","95.35%","4",".15%","4.65%","86",".18%"
"86
Lanier","40",".09%","93.02%","3",".11%","6.98%","43",".09%"
"87
Laurens","239",".53%","93.73%","16",".59%","6.27%","255",".53%"
"88
Lee","48",".11%","96.00%","2",".07%","4.00%","50",".10%"
"89
Liberty","244",".54%","94.94%","13",".48%","5.06%","257",".54%"
"90
Lincoln","42",".09%","95.45%","2",".07%","4.55%","44",".09%"
"91
Long","82",".18%","91.11%","8",".29%","8.89%","90",".19%"
"92
Lowndes","513","1.14%","96.07%","21",".77%","3.93%","534","1.12%"
"93
Lumpkin","69",".15%","86.25%","11",".40%","13.75%","80",".17%"
"94
Macon","72",".16%","98.63%","1",".04%","1.37%","73",".15%"
"95
Madison","124",".27%","91.18%","12",".44%","8.82%","136",".28%"
"96
Marion","39",".09%","92.86%","3",".11%","7.14%","42",".09%"
"97
Mcduffie","197",".44%","93.36%","14",".51%","6.64%","211",".44%"
"98
Mcintosh","71",".16%","100.00%","","","","71",".15%"
"99
Meriwether","175",".39%","93.58%","12",".44%","6.42%","187",".39%"
"100
Miller","27",".06%","96.43%","1",".04%","3.57%","28",".06%"
"101
Mitchell","182",".40%","91.92%","16",".59%","8.08%","198",".41%"
"102
Monroe","159",".35%","95.21%","8",".29%","4.79%","167",".35%"
"103
Montgomery","41",".09%","93.18%","3",".11%","6.82%","44",".09%"
"104
Morgan","86",".19%","97.73%","2",".07%","2.27%","88",".18%"
"105
Murray","182",".40%","92.86%","14",".51%","7.14%","196",".41%"
"106
Muscogee","1,597","3.54%","94.78%","88","3.23%","5.22%","1,685","3.52%"
"107
Newton","413",".92%","94.94%","22",".81%","5.06%","435",".91%"
"108
Oconee","58",".13%","96.67%","2",".07%","3.33%","60",".13%"
"109
Oglethorpe","63",".14%","95.45%","3",".11%","4.55%","66",".14%"
"110
Paulding","182",".40%","93.81%","12",".44%","6.19%","194",".41%"
"111
Peach","87",".19%","97.75%","2",".07%","2.25%","89",".19%"
"112
Pickens","85",".19%","96.59%","3",".11%","3.41%","88",".18%"
"113
Pierce","52",".12%","96.30%","2",".07%","3.70%","54",".11%"
"114
Pike","51",".11%","92.73%","4",".15%","7.27%","55",".11%"
