"County of Conviction","Count","Col %","","Row %  Count","Col %","Row %","Total","Col %"
"Pike County","45",".09%","91.84%","4",".10%","8.16%","49",".09%"
"Polk County","187",".37%","93.03%","14",".36%","6.97%","201",".37%"
"Pulaski County","52",".10%","94.55%","3",".08%","5.45%","55",".10%"
"Putnam County","157",".31%","91.81%","14",".36%","8.19%","171",".31%"
"Quitman County","20",".04%","100.00%","","","","20",".04%"
"Rabun County","52",".10%","91.23%","5",".13%","8.77%","57",".10%"
"Randolph County","67",".13%","95.71%","3",".08%","4.29%","70",".13%"
"Richmond County","1,973","3.88%","93.20%","144","3.75%","6.80%","2,117","3.87%"
"Rockdale County","479",".94%","91.94%","42","1.09%","8.06%","521",".95%"
"Schley County","11",".02%","91.67%","1",".03%","8.33%","12",".02%"
"Screven County","132",".26%","97.78%","3",".08%","2.22%","135",".25%"
"Seminole County","73",".14%","83.91%","14",".36%","16.09%","87",".16%"
"Spalding County","477",".94%","93.53%","33",".86%","6.47%","510",".93%"
"Stephens County","161",".32%","90.96%","16",".42%","9.04%","177",".32%"
"Stewart County","36",".07%","97.30%","1",".03%","2.70%","37",".07%"
"Sumter County","193",".38%","94.61%","11",".29%","5.39%","204",".37%"
"Talbot County","42",".08%","91.30%","4",".10%","8.70%","46",".08%"
"Taliaferro County","16",".03%","94.12%","1",".03%","5.88%","17",".03%"
"Tattnall County","189",".37%","94.03%","12",".31%","5.97%","201",".37%"
"Taylor County","71",".14%","93.42%","5",".13%","6.58%","76",".14%"
"Telfair County","106",".21%","92.17%","9",".23%","7.83%","115",".21%"
"Terrell County","93",".18%","93.00%","7",".18%","7.00%","100",".18%"
"Thomas County","218",".43%","94.78%","12",".31%","5.22%","230",".42%"
"Tift County","356",".70%","94.43%","21",".55%","5.57%","377",".69%"
"Toombs County","320",".63%","90.14%","35",".91%","9.86%","355",".65%"
"Towns County","53",".10%","76.81%","16",".42%","23.19%","69",".13%"
"Treutlen County","73",".14%","96.05%","3",".08%","3.95%","76",".14%"
"Troup County","632","1.24%","91.33%","60","1.56%","8.67%","692","1.26%"
"Turner County","68",".13%","95.77%","3",".08%","4.23%","71",".13%"
"Twiggs County","53",".10%","96.36%","2",".05%","3.64%","55",".10%"
"Union County","91",".18%","91.00%","9",".23%","9.00%","100",".18%"
"Upson County","178",".35%","93.19%","13",".34%","6.81%","191",".35%"
"Walker County","448",".88%","91.06%","44","1.14%","8.94%","492",".90%"
"Walton County","554","1.09%","92.64%","44","1.14%","7.36%","598","1.09%"
"Ware County","356",".70%","91.28%","34",".88%","8.72%","390",".71%"
"Warren County","35",".07%","100.00%","","","","35",".06%"
"Washington County","182",".36%","91.00%","18",".47%","9.00%","200",".37%"
"Wayne County","151",".30%","92.64%","12",".31%","7.36%","163",".30%"
