"","Male","","","Female","","","Total",""
"County of Conviction","Count","Col %","","Row %  Count","Col %","Row %","Total","Col %"
"77
Irwin","73",".15%","98.65%","1",".03%","1.35%","74",".14%"
"78
Jackson","195",".40%","94.20%","12",".32%","5.80%","207",".40%"
"79
Jasper","56",".12%","98.25%","1",".03%","1.75%","57",".11%"
"80
Jeff Davis","76",".16%","88.37%","10",".27%","11.63%","86",".16%"
"81
Jefferson","111",".23%","97.37%","3",".08%","2.63%","114",".22%"
"82
Jenkins","68",".14%","95.77%","3",".08%","4.23%","71",".14%"
"83
Johnson","52",".11%","91.23%","5",".13%","8.77%","57",".11%"
"84
Jones","156",".32%","88.14%","21",".56%","11.86%","177",".34%"
"85
Lamar","69",".14%","92.00%","6",".16%","8.00%","75",".14%"
"86
Lanier","38",".08%","100.00%","","","","38",".07%"
"87
Laurens","312",".64%","92.86%","24",".64%","7.14%","336",".64%"
"88
Lee","72",".15%","96.00%","3",".08%","4.00%","75",".14%"
"89
Liberty","277",".57%","93.27%","20",".54%","6.73%","297",".57%"
"90
Lincoln","28",".06%","96.55%","1",".03%","3.45%","29",".06%"
"91
Long","80",".16%","93.02%","6",".16%","6.98%","86",".16%"
"92
Lowndes","521","1.07%","92.54%","42","1.13%","7.46%","563","1.08%"
"93
Lumpkin","93",".19%","89.42%","11",".29%","10.58%","104",".20%"
"94
Macon","64",".13%","96.97%","2",".05%","3.03%","66",".13%"
"95
Madison","117",".24%","90.70%","12",".32%","9.30%","129",".25%"
"96
Marion","36",".07%","87.80%","5",".13%","12.20%","41",".08%"
"97
Mcduffie","178",".37%","95.19%","9",".24%","4.81%","187",".36%"
"98
Mcintosh","63",".13%","98.44%","1",".03%","1.56%","64",".12%"
"99
Meriwether","236",".49%","96.72%","8",".21%","3.28%","244",".47%"
"100
Miller","27",".06%","93.10%","2",".05%","6.90%","29",".06%"
"101
Mitchell","190",".39%","91.35%","18",".48%","8.65%","208",".40%"
"102
Monroe","142",".29%","88.75%","18",".48%","11.25%","160",".31%"
"103
Montgomery","60",".12%","93.75%","4",".11%","6.25%","64",".12%"
"104
Morgan","150",".31%","92.59%","12",".32%","7.41%","162",".31%"
"105
Murray","177",".36%","92.67%","14",".38%","7.33%","191",".36%"
"106
Muscogee","1,647","3.39%","94.87%","89","2.39%","5.13%","1,736","3.32%"
"107
Newton","600","1.23%","91.88%","53","1.42%","8.12%","653","1.25%"
"108
Oconee","49",".10%","94.23%","3",".08%","5.77%","52",".10%"
"109
Oglethorpe","47",".10%","97.92%","1",".03%","2.08%","48",".09%"
"110
Paulding","245",".50%","91.76%","22",".59%","8.24%","267",".51%"
"111
Peach","83",".17%","96.51%","3",".08%","3.49%","86",".16%"
"112
Pickens","74",".15%","92.50%","6",".16%","7.50%","80",".15%"
"113
Pierce","65",".13%","95.59%","3",".08%","4.41%","68",".13%"
"114
Pike","51",".10%","94.44%","3",".08%","5.56%","54",".10%"
