"County of Conviction","M Count","M Col %","M Row %","F Count","F Col %","F Row %","Total","Col %"
"Pike County","43",".08%","93.48%","3",".07%","6.52%","46",".08%"
"Polk County","197",".38%","89.55%","23",".57%","10.45%","220",".40%"
"Pulaski County","44",".09%","93.62%","3",".07%","6.38%","47",".08%"
"Putnam County","164",".32%","94.25%","10",".25%","5.75%","174",".31%"
"Quitman County","15",".03%","93.75%","1",".02%","6.25%","16",".03%"
"Rabun County","67",".13%","89.33%","8",".20%","10.67%","75",".14%"
"Randolph County","62",".12%","93.94%","4",".10%","6.06%","66",".12%"
"Richmond County","1,930","3.76%","93.10%","143","3.55%","6.90%","2,073","3.74%"
"Rockdale County","481",".94%","90.93%","48","1.19%","9.07%","529",".95%"
"Schley County","15",".03%","100.00%","","","","15",".03%"
"Screven County","118",".23%","95.16%","6",".15%","4.84%","124",".22%"
"Seminole County","75",".15%","90.36%","8",".20%","9.64%","83",".15%"
"Spalding County","508",".99%","91.86%","45","1.12%","8.14%","553","1.00%"
"Stephens County","148",".29%","87.57%","21",".52%","12.43%","169",".31%"
"Stewart County","30",".06%","93.75%","2",".05%","6.25%","32",".06%"
"Sumter County","211",".41%","95.05%","11",".27%","4.95%","222",".40%"
"Talbot County","28",".05%","93.33%","2",".05%","6.67%","30",".05%"
"Taliaferro County","17",".03%","94.44%","1",".02%","5.56%","18",".03%"
"Tattnall County","206",".40%","90.35%","22",".55%","9.65%","228",".41%"
"Taylor County","71",".14%","94.67%","4",".10%","5.33%","75",".14%"
"Telfair County","111",".22%","94.87%","6",".15%","5.13%","117",".21%"
"Terrell County","85",".17%","93.41%","6",".15%","6.59%","91",".16%"
"Thomas County","204",".40%","95.77%","9",".22%","4.23%","213",".38%"
"Tift County","329",".64%","94.00%","21",".52%","6.00%","350",".63%"
"Toombs County","332",".65%","89.49%","39",".97%","10.51%","371",".67%"
"Towns County","58",".11%","76.32%","18",".45%","23.68%","76",".14%"
"Treutlen County","75",".15%","92.59%","6",".15%","7.41%","81",".15%"
"Troup County","659","1.28%","92.69%","52","1.29%","7.31%","711","1.28%"
"Turner County","66",".13%","98.51%","1",".02%","1.49%","67",".12%"
"Twiggs County","51",".10%","94.44%","3",".07%","5.56%","54",".10%"
"Union County","123",".24%","82.55%","26",".65%","17.45%","149",".27%"
"Upson County","172",".33%","88.66%","22",".55%","11.34%","194",".35%"
"Walker County","427",".83%","89.14%","52","1.29%","10.86%","479",".86%"
"Walton County","663","1.29%","91.32%","63","1.57%","8.68%","726","1.31%"
"Ware County","295",".57%","92.48%","24",".60%","7.52%","319",".58%"
"Warren County","39",".08%","95.12%","2",".05%","4.88%","41",".07%"
"Washington County","195",".38%","91.98%","17",".42%","8.02%","212",".38%"
"Wayne County","176",".34%","89.34%","21",".52%","10.66%","197",".36%"
