"County of Conviction","Count","Col %","","Row %  Count","Col %","Row %","Total","Col %"
"Irwin","61",".13%","96.83%","2",".06%","3.17%","63",".12%"
"Jackson","207",".43%","92.41%","17",".50%","7.59%","224",".43%"
"Jasper","63",".13%","94.03%","4",".12%","5.97%","67",".13%"
"Jeff Davis","71",".15%","97.26%","2",".06%","2.74%","73",".14%"
"Jefferson","103",".21%","94.50%","6",".18%","5.50%","109",".21%"
"Jenkins","70",".14%","93.33%","5",".15%","6.67%","75",".14%"
"Johnson","62",".13%","95.38%","3",".09%","4.62%","65",".13%"
"Jones","137",".28%","95.14%","7",".21%","4.86%","144",".28%"
"Lamar","88",".18%","92.63%","7",".21%","7.37%","95",".18%"
"Lanier","37",".08%","94.87%","2",".06%","5.13%","39",".08%"
"Laurens","308",".64%","94.19%","19",".56%","5.81%","327",".63%"
"Lee","81",".17%","98.78%","1",".03%","1.22%","82",".16%"
"Liberty","256",".53%","94.46%","15",".44%","5.54%","271",".52%"
"Lincoln","38",".08%","100.00%","","","","38",".07%"
"Long","84",".17%","96.55%","3",".09%","3.45%","87",".17%"
"Lowndes","639","1.32%","95.52%","30",".89%","4.48%","669","1.29%"
"Lumpkin","100",".21%","90.91%","10",".30%","9.09%","110",".21%"
"Macon","74",".15%","94.87%","4",".12%","5.13%","78",".15%"
"Madison","134",".28%","94.37%","8",".24%","5.63%","142",".27%"
"Marion","56",".12%","93.33%","4",".12%","6.67%","60",".12%"
"Mcduffie","207",".43%","95.39%","10",".30%","4.61%","217",".42%"
"Mcintosh","68",".14%","98.55%","1",".03%","1.45%","69",".13%"
"Meriwether","187",".39%","93.97%","12",".35%","6.03%","199",".38%"
"Miller","35",".07%","97.22%","1",".03%","2.78%","36",".07%"
"Mitchell","166",".34%","92.22%","14",".41%","7.78%","180",".35%"
"Monroe","183",".38%","93.37%","13",".38%","6.63%","196",".38%"
"Montgomery","41",".08%","97.62%","1",".03%","2.38%","42",".08%"
"Morgan","90",".19%","92.78%","7",".21%","7.22%","97",".19%"
"Murray","256",".53%","92.75%","20",".59%","7.25%","276",".53%"
"Muscogee","1,797","3.71%","93.74%","120","3.55%","6.26%","1,917","3.70%"
"Newton","550","1.14%","91.36%","52","1.54%","8.64%","602","1.16%"
"Oconee","56",".12%","94.92%","3",".09%","5.08%","59",".11%"
"Oglethorpe","55",".11%","94.83%","3",".09%","5.17%","58",".11%"
"Paulding","230",".48%","94.65%","13",".38%","5.35%","243",".47%"
"Peach","88",".18%","98.88%","1",".03%","1.12%","89",".17%"
"Pickens","81",".17%","91.01%","8",".24%","8.99%","89",".17%"
"Pierce","51",".11%","98.08%","1",".03%","1.92%","52",".10%"
"Pike","52",".11%","91.23%","5",".15%","8.77%","57",".11%"
