"","Male","","","Female","","","Total",""
"County of Conviction","Count","Col %","","Row %  Count","Col %","Row %","Total","Col %"
"076
Houston County","708","1.36%","94.78%","39","1.03%","5.22%","747","1.34%"
"077
Irwin County","79",".15%","94.05%","5",".13%","5.95%","84",".15%"
"078
Jackson County","251",".48%","89.32%","30",".79%","10.68%","281",".50%"
"079
Jasper County","66",".13%","89.19%","8",".21%","10.81%","74",".13%"
"080
Jeff Davis County","89",".17%","95.70%","4",".11%","4.30%","93",".17%"
"081
Jefferson County","178",".34%","97.80%","4",".11%","2.20%","182",".33%"
"082
Jenkins County","73",".14%","96.05%","3",".08%","3.95%","76",".14%"
"083
Johnson County","50",".10%","92.59%","4",".11%","7.41%","54",".10%"
"084
Jones County","210",".40%","88.24%","28",".74%","11.76%","238",".43%"
"085
Lamar County","85",".16%","94.44%","5",".13%","5.56%","90",".16%"
"086
Lanier County","46",".09%","97.87%","1",".03%","2.13%","47",".08%"
"087
Laurens County","327",".63%","93.97%","21",".56%","6.03%","348",".62%"
"088
Lee County","71",".14%","89.87%","8",".21%","10.13%","79",".14%"
"089
Liberty County","325",".63%","93.39%","23",".61%","6.61%","348",".62%"
"090
Lincoln County","27",".05%","90.00%","3",".08%","10.00%","30",".05%"
"091
Long County","91",".18%","94.79%","5",".13%","5.21%","96",".17%"
"092
Lowndes County","572","1.10%","94.86%","31",".82%","5.14%","603","1.08%"
"093
Lumpkin County","89",".17%","89.90%","10",".26%","10.10%","99",".18%"
"094
Macon County","64",".12%","96.97%","2",".05%","3.03%","66",".12%"
"095
Madison County","102",".20%","91.89%","9",".24%","8.11%","111",".20%"
"096
Marion County","24",".05%","92.31%","2",".05%","7.69%","26",".05%"
"097
Mcduffie County","191",".37%","95.02%","10",".26%","4.98%","201",".36%"
"098
Mcintosh County","81",".16%","94.19%","5",".13%","5.81%","86",".15%"
"099
Meriwether County","195",".38%","95.59%","9",".24%","4.41%","204",".37%"
"100
Miller County","34",".07%","100.00%","","","","34",".06%"
"101
Mitchell County","213",".41%","91.42%","20",".53%","8.58%","233",".42%"
"102
Monroe County","159",".31%","89.33%","19",".50%","10.67%","178",".32%"
"103
Montgomery County","45",".09%","97.83%","1",".03%","2.17%","46",".08%"
"104
Morgan County","156",".30%","92.31%","13",".34%","7.69%","169",".30%"
"105
Murray County","168",".32%","92.31%","14",".37%","7.69%","182",".33%"
"106
Muscogee County","1,398","2.69%","95.23%","70","1.85%","4.77%","1,468","2.63%"
"107
Newton County","698","1.34%","92.70%","55","1.46%","7.30%","753","1.35%"
"108
Oconee County","48",".09%","96.00%","2",".05%","4.00%","50",".09%"
"109
Oglethorpe County","53",".10%","96.36%","2",".05%","3.64%","55",".10%"
"110
Paulding County","299",".58%","92.00%","26",".69%","8.00%","325",".58%"
"111
Peach County","83",".16%","97.65%","2",".05%","2.35%","85",".15%"
"112
Pickens County","98",".19%","91.59%","9",".24%","8.41%","107",".19%"
"113
Pierce County","71",".14%","97.26%","2",".05%","2.74%","73",".13%"
