"County of Conviction","M Count","M Col %","M Row %","F Count","F Col %","F Row %","Total","Col %"
"Unknown","27","0.22%","77.14%","8","0.5%","22.86%","35","0.26%"
"Appling County","36","0.3%","85.71%","6","0.37%","14.29%","42","0.31%"
"Atkinson County","13","0.11%","92.86%","1","0.06%","7.14%","14","0.1%"
"Bacon County","24","0.2%","82.76%","5","0.31%","17.24%","29","0.21%"
"Baker County","6","0.05%","100.0%","","","","6","0.04%"
"Baldwin County","71","0.59%","85.54%","12","0.75%","14.46%","83","0.6%"
"Banks County","17","0.14%","68.0%","8","0.5%","32.0%","25","0.18%"
"Barrow County","142","1.17%","88.75%","18","1.12%","11.25%","160","1.17%"
"Bartow County","161","1.33%","83.42%","32","1.99%","16.58%","193","1.41%"
"Ben Hill County","58","0.48%","92.06%","5","0.31%","7.94%","63","0.46%"
"Berrien County","38","0.31%","95.0%","2","0.12%","5.0%","40","0.29%"
"Bibb County","182","1.5%","95.29%","9","0.56%","4.71%","191","1.39%"
"Bleckley County","16","0.13%","88.89%","2","0.12%","11.11%","18","0.13%"
"Brantley County","27","0.22%","87.1%","4","0.25%","12.9%","31","0.23%"
"Brooks County","6","0.05%","100.0%","","","","6","0.04%"
"Bryan County","24","0.2%","88.89%","3","0.19%","11.11%","27","0.2%"
"Bulloch County","151","1.25%","88.3%","20","1.25%","11.7%","171","1.25%"
"Burke County","37","0.31%","94.87%","2","0.12%","5.13%","39","0.28%"
"Butts County","36","0.3%","90.0%","4","0.25%","10.0%","40","0.29%"
"Calhoun County","2","0.02%","100.0%","","","","2","0.01%"
"Camden County","42","0.35%","89.36%","5","0.31%","10.64%","47","0.34%"
"Candler County","20","0.17%","86.96%","3","0.19%","13.04%","23","0.17%"
"Carroll County","170","1.4%","84.58%","31","1.93%","15.42%","201","1.46%"
"Catoosa County","115","0.95%","79.31%","30","1.87%","20.69%","145","1.06%"
"Charlton County","17","0.14%","89.47%","2","0.12%","10.53%","19","0.14%"
"Chatham County","296","2.44%","92.5%","24","1.49%","7.5%","320","2.33%"
"Chattahoochee County","4","0.03%","100.0%","","","","4","0.03%"
"Chattooga County","45","0.37%","86.54%","7","0.44%","13.46%","52","0.38%"
"Cherokee County","135","1.11%","85.99%","22","1.37%","14.01%","157","1.14%"
"Clarke County","151","1.25%","92.07%","13","0.81%","7.93%","164","1.19%"
"Clay County","2","0.02%","100.0%","","","","2","0.01%"
