Page Number:,62
,Male,Female,Total
Crime Categories,Count,Col%,Row%,Count,Col%,Row%,Total,Col%
1 Violent,"27,837",56.7%,93.08%,"2,069",50.97%,6.92%,"29,906",56.27%
2 Sex Crime,"9,345",19.04%,98.45%,147,3.62%,1.55%,"9,492",17.86%
3 Property,"4,717",9.61%,87.29%,687,16.93%,12.71%,"5,404",10.17%
4 Drug,"3,963",8.07%,82.58%,836,20.6%,17.42%,"4,799",9.03%
5 Habit/DUI,76,0.15%,88.37%,10,0.25%,11.63%,86,0.16%
6 Other,"3,154",6.42%,91.05%,310,7.64%,8.95%,"3,464",6.52%
Total Reported,"49,092",100.00%,92.36%,"4,059",100.00%,7.64%,"53,151",100.00%
""
Not Reported,126,3,,129
Grand Total,"49,218","4,062",,"53,280"
