Demographic information
"5  Current age, broken out in ten year age groups"
6  Race group
7  Hispanic Origin
"8  Marital status, self-reported at entry to prison"
"9  Number of children, self-reported at entry to prison"
"10  Religious affiliation, self-reported at entry to prison"
11  Home county - self-reported at entry to prison
"16  Environment to age 16, self-reported at entry to prison"
"17  Guardian status to age 16, self-reported at entry to prison"
18  Age at admission
20  Age at release
"21  Height, measured at entry to prison"
"23  Weight, measured at entry to prison"
25  Military service
Correctional information
26  Type of admission to prison
27  Current / last security status
28  Current / last institution type
29  Institution type - transitional centers
30  Institution type - mental hospitals
31  Institution type - county prisons
32  Institution type - state prisons
34  Institution type - private prisons
35  Institution type - prison annexes
36  Institution type - inmate boot camp
37  Number of disciplinary reports
38  Number of transfers
39  Number of escapes
40  Probable future release type
41  Actual release type
Correctional information
42  Time served in current (or last) institution
"Educational, psychological and physical information"
43  Highest grade level attained
44  Culture fair IQ scores
45  Wide Range Achievement Test (WRAT) reading score
46  Wide Range Achievement Test (WRAT) math score
47  Wide Range Achievement Test (WRAT) spelling score
48  Scope of substance abuse - summary
49  Scope of substance abuse - detail
50  Current / last mental health treatment level
51  PULHESDWIT medical scale - 'P' overall condition ('P'hysical)
52  PULHESDWIT medical scale - 'U' upper body
53  PULHESDWIT medical scale - 'L' lower body
54  PULHESDWIT medical scale - 'H' hearing
55  PULHESDWIT medical scale - 'E' vision
56  PULHESDWIT medical scale -'S' psychiatric
57  PULHESDWIT medical scale - 'D' dental
58  PULHESDWIT medical scale - 'W' work ability
59  PULHESDWIT medical scale - 'I' impairment
60  PULHESDWIT medical scale - 'T' transportability
"61  Criminality in family, self-reported"
"62  Alcoholism in family, self-reported"
"63  Drug abuse in family, self-reported"
"64  Subjected to frequent beatings, self-reported"
65  Father absent during inmate's childhood
66  Mother absent during inmate's childhood
Crimes and criminal history information
67  Number of prior Georgia incarcerations
68  Prison sentence in years
"69  Primary offense, broken out into felonies vs misdemeanors"
Crimes and criminal history information
"70  Primary offense, broken out into six broad crime categories"
"71  Primary offense, detailed offense code"
78  County of conviction of primary offense
83  Circuit of conviction of primary offense
85  Years served (jail + prison) in this incarceration
Medical information
86  Results of most recent HIV test
87  Results of most recent tuberculosis test
88  Results of most recent syphilis test
89  Results of most recent Hepatitis-C test
90  Results of most recent pregnancy test
91  Results of most recent diabetes test
92  Results of most recent hypertension test
93  Results of most recent asthma test
"",,Male,,,Female,,Total
Current Age,Count,Col %,Row %,Count,Col %,Row %,Total Col %
Teens,"2,805",5.77%,95.67%,127,3.59%,4.33%,"2,932  5.62%"
Twenties,"15,477",31.85%,93.86%,"1,013",28.61%,6.14%,"16,490  31.63%"
