Demographic information
"5  Current age, broken out in ten year age groups"
6  Race group
"7  Marital status, self-reported at entry to prison"
"8  Number of children, self-reported at entry to prison"
"9  Religious affiliation, self-reported at entry to prison"
10  Home county - self-reported at entry to prison
"15  Environment to age 16, self-reported at entry to prison"
"16  Guardian status to age 16, self-reported at entry to prison"
17  Age at admission
19  Age at release
"20  Height, measured at entry to prison"
"22  Weight, measured at entry to prison"
Correctional information
24  Type of admission to prison
25  Current / last security status
26  Current / last institution type
27  Institution type - transitional centers
28  Institution type - mental hospitals
29  Institution type - county prisons
30  Institution type - state prisons
32  Institution type - private prisons
33  Institution type - prison annexes
34  Institution type - inmate boot camp
35  Number of disciplinary reports
36  Number of transfers
37  Number of escapes
38  Probable future release type
39  Actual release type
40  Time served in current (or last) institution
"Educational, psychological and physical information"
"Educational, psychological and physical information"
41  Highest grade level attained
42  Culture fair IQ scores
43  Wide Range Achievement Test (WRAT) reading score
44  Wide Range Achievement Test (WRAT) math score
45  Wide Range Achievement Test (WRAT) spelling score
46  Scope of substance abuse - summary
47  Scope of substance abuse - detail
48  Current / last mental health treatment level
49  PULHESDWIT medical scale - 'P' overall condition ('P'hysical)
50  PULHESDWIT medical scale - 'U' upper body
51  PULHESDWIT medical scale - 'L' lower body
52  PULHESDWIT medical scale - 'H' hearing
53  PULHESDWIT medical scale - 'E' vision
54  PULHESDWIT medical scale -'S' psychiatric
55  PULHESDWIT medical scale - 'D' dental
56  PULHESDWIT medical scale - 'W' work ability
57  PULHESDWIT medical scale - 'I' impairment
58  PULHESDWIT medical scale - 'T' transportability
"59  Criminality in family, self-reported"
"60  Alcoholism in family, self-reported"
"61  Drug abuse in family, self-reported"
"62  Subjected to frequent beatings, self-reported"
63  Father absent during inmate's childhood
64  Inmate diagnosed as manipulative
65  Inmate diagnosed as assaultive
Crimes and criminal history information
66  Number of prior Georgia incarcerations
67  Prison sentence in years
"68  Primary offense, broken out into felonies vs misdemeanors"
"69  Primary offense, broken out into six broad crime categories"
Crimes and criminal history information
"70  Primary offense, detailed offense code"
77  County of conviction of primary offense
82  Circuit of conviction of primary offense
84  Years served (jail + prison) in this incarceration
Medical information
85  Results of most recent HIV test
86  Results of most recent tuberculosis test
87  Results of most recent syphilis test
88  Results of most recent Hepatitis-C test
89  Results of most recent pregnancy test
90  Results of most recent diabetes test
91  Results of most recent hypertension test
92  Results of most recent asthma test
"",,Male,,,Female,,Total
Current Age,Count,Col %,Row %,Count,Col %,Row %,Total Col %
Teens,"2,879",6.11%,95.71%,129,3.84%,4.29%,"3,008  5.96%"
